"region","RefSeq_ID","protein_ID","ncbi_func","gene_interval","start_pos","end_pos","no_vars","min_ps","max_ps","no_effects","ave_score","assocs","lines","exps","host"
"pSymB","NP_437464.1","ASP62465.1","2-deoxy-D-gluconate 3-dehydrogenase","gene-CDO30_RS30320",1080267,1081031,1,1080903,1080903,1,0.3780019,"fit-DZA","DZA","5O","DZA only"
"pSymB","NP_437470.1","ASP62471.1","uronate isomerase","gene-CDO30_RS30350",1085715,1087124,1,1086525,1086525,1,0.4793463,"fit-DZA","DZA","5O","DZA only"
"pSymB","NP_437471.1","ASP62472.1","gfo/Idh/MocA family oxidoreductase","gene-CDO30_RS30355",1087283,1088302,1,1087629,1087629,1,0.2972963,"chloro1-DZA","DZA","3","DZA only"
"pSymB","NP_437472.1","ASP62473.1","YihY/virulence factor BrkB family protein","gene-CDO30_RS30360",1088397,1089389,1,1088567,1088567,1,0.4217481,"fit-A17","A17","6O","A17 only"
"pSymB","NP_437473.1","ASP62474.1","DUF2231 domain-containing protein","gene-CDO30_RS30365",1089487,1090005,1,1089564,1089564,2,0.3802807,"nod.weight-A17, fit-DZA","A17, DZA","4, 5O","Both"
"pSymB","NP_437491.1","ASP62490.1","D-tagatose-bisphosphate aldolase%2C class II%2C non-catalytic subunit","gene-CDO30_RS30455",1103936,1105216,1,1104155,1104155,1,-0.1462717,"nod-A17","A17","4","A17 only"
"pSymB","NP_437492.1","ASP62491.1","sugar kinase","gene-CDO30_RS30460",1105219,1106160,1,1105511,1105511,1,0.3557494,"chloro1-DZA","DZA","3","DZA only"
"pSymB","NP_437494.1","ASP62493.1","sugar ABC transporter ATP-binding protein","gene-CDO30_RS30470",1107143,1108654,3,1107695,1108564,3,-0.333122766666667,"shoot-DZA, nod.weight-DZA, fit-DZA","DZA","3, 5O","DZA only"
"pSymB","NP_437510.1","ASP62509.1","sulfoacetaldehyde acetyltransferase","gene-CDO30_RS30550",1121884,1123659,3,1122768,1123074,5,-0.21306654,"chloro1-DZA, chloro1-A17, fit-DZA, fit-A17","DZA, A17","3, 4, 5O, 6O","Both"
"pSymB","NP_437511.1","ASP62510.1","hypothetical protein","gene-CDO30_RS30555",1123720,1124757,2,1124322,1124706,2,0.0274176,"nod-DZA, fit-DZA","DZA","3, 5O","DZA only"
"pSymB","NP_437512.1","ASP62511.1","phosphate acetyltransferase","gene-CDO30_RS30560",1124757,1125749,2,1125137,1125511,2,-0.488305,"fit-DZA","DZA","5O","DZA only"
"pSymB","NP_437519.1","ASP62517.1","phosphonoacetaldehyde dehydrogenase","gene-CDO30_RS30595",1134495,1135952,1,1134968,1134968,1,0.5521137,"fit-DZA","DZA","5O","DZA only"
"pSymB","NP_437523.1","ASP62521.1","putative 2-aminoethylphosphonate ABC transporter permease subunit","gene-CDO30_RS30615",1138951,1140993,3,1139076,1140229,3,-0.519140466666667,"fit-DZA","DZA","5O","DZA only"
"pSymB","NP_437526.1","ASP62524.1","DNA-binding response regulator","gene-CDO30_RS30630",1145129,1145911,2,1145819,1145867,2,-0.43322795,"fit-DZA","DZA","5O","DZA only"
"pSymB","NP_437527.1","ASP62525.1","sensor histidine kinase","gene-CDO30_RS30635",1145899,1147050,1,1146970,1146970,1,-0.2730054,"fit-DZA","DZA","5O","DZA only"
"pSymB","NP_437528.1","ASP63087.1","hypothetical protein","gene-CDO30_RS30640",1147141,1147533,1,1147313,1147313,1,-0.5213891,"fit-DZA","DZA","5O","DZA only"
"pSymB","NP_437529.1","ASP63086.1","autotransporter","gene-CDO30_RS30645",1147622,1154146,2,1151215,1153576,2,-0.34010955,"fit-DZA","DZA","5O","DZA only"
"pSymB","NP_437532.1","ASP62528.1","hypothetical protein","gene-CDO30_RS30660",1156620,1157546,4,1156777,1156933,5,0.04300506,"chloro1-A17, nod.weight-A17, fit-DZA","A17, DZA","4, 5O","Both"
"pSymB","NP_437536.1","ASP62533.1","acylaldehyde oxidase","gene-CDO30_RS30685",1161325,1163550,1,1163178,1163178,2,0.40140665,"fit-DZA, fit-A17","DZA, A17","5O, 6O","Both"
"pSymB","NP_437539.1","ASP62536.1","AraC family transcriptional regulator","gene-CDO30_RS30700",1165344,1166234,1,1165572,1165572,1,0.3397427,"fit-A17","A17","6O","A17 only"
"pSymB","NP_437540.1","ASP62537.1","sensor histidine kinase","gene-CDO30_RS30705",1166517,1167779,1,1167611,1167611,1,0.2302242,"shoot-DZA","DZA","3","DZA only"
"pSymB","NP_437541.1","ASP62538.1","DNA-binding response regulator","gene-CDO30_RS30710",1167784,1168482,1,1168219,1168219,1,0.2091311,"shoot-DZA","DZA","3","DZA only"
"pSymB","NP_437556.1","ASP62551.1","ArsR family transcriptional regulator","gene-CDO30_RS30785",1181617,1181982,1,1181800,1181800,1,0.5077644,"nod-A17","A17","4","A17 only"
"pSymB","NP_437567.1","ASP62563.1","sugar ABC transporter substrate-binding protein","gene-CDO30_RS30850",1193118,1194080,1,1193951,1193951,1,0.1985112,"shoot-A17","A17","4","A17 only"
"pSymB","NP_437568.1","ASP62564.1","sugar ABC transporter ATP-binding protein","gene-CDO30_RS30855",1194223,1195740,2,1194444,1195290,3,-0.0660766333333333,"nod.weight-DZA, nod-A17","DZA, A17","3, 4","Both"
"pSymB","NP_437572.1","ASP62568.1","ABC transporter ATP-binding protein","gene-CDO30_RS30875",1198625,1199776,1,1198976,1198976,2,-0.2513407,"fit-DZA, fit-A17","DZA, A17","5O, 6O","Both"
"pSymB","NP_437577.1","ASP62572.1","gfo/Idh/MocA family oxidoreductase","gene-CDO30_RS30900",1203882,1204913,1,1204161,1204161,1,-0.1664766,"nod-DZA","DZA","3","DZA only"
"pSymB","NP_437578.1","ASP62573.1","transcriptional regulator","gene-CDO30_RS30905",1205147,1206196,3,1205578,1205987,3,0.0154115333333333,"nod.weight-DZA, shoot-A17, nod-A17","DZA, A17","3, 4","Both"
"pSymB","NP_437581.1","ASP62576.1","transcriptional regulator","gene-CDO30_RS30920",1208256,1209176,1,1208303,1208303,1,-0.273996,"nod-A17","A17","4","A17 only"
"pSymB","NP_437591.1","ASP62585.1","carboxyl-terminal protease","gene-CDO30_RS30970",1217811,1219061,1,1218443,1218443,1,-0.1445198,"shoot-A17","A17","4","A17 only"
"pSymB","NP_437597.1","ASP62591.1","response regulator","gene-CDO30_RS31000",1226640,1227176,1,1227163,1227163,1,-0.1598074,"shoot-A17","A17","4","A17 only"
"pSymB","NP_437600.1","ASP62594.1","glycosyl transferase family 1","gene-CDO30_RS31020",1228214,1230034,1,1229590,1229590,1,0.2297314,"fit-DZA","DZA","5O","DZA only"
"pSymB","NP_437601.1","ASP62595.1","7-carboxy-7-deazaguanine synthase QueE","gene-CDO30_RS31025",1230081,1230818,1,1230803,1230803,1,0.515541,"fit-DZA","DZA","5O","DZA only"
"pSymB","NP_437607.1","ASP62599.1","exopolysaccharide production protein ExoQ","gene-CDO30_RS31055",1236449,1237756,1,1236658,1236658,3,-0.00633536666666666,"chloro1-A17, shoot-A17, fit-DZA","A17, DZA","4, 5O","Both"
"pSymB","NP_437611.1","ASP62603.1","succinoglycan biosynthesis protein ExoU","gene-CDO30_RS31075",1240966,1241994,2,1241436,1241877,2,-0.1835945,"shoot-A17","A17","4","A17 only"
"pSymB","NP_437613.1","ASP62605.1","succinoglycan biosynthesis protein exow","gene-CDO30_RS31085",1243049,1244008,3,1243226,1243859,5,0.19073798,"chloro1-A17, shoot-A17, nod-A17, fit-DZA","A17, DZA","4, 5O","Both"
"pSymB","NP_437621.1","ASP62613.1","succinoglycan biosynthesis protein ExoL","gene-CDO30_RS31125",1249484,1250695,1,1249566,1249566,1,0.2918755,"fit-DZA","DZA","5O","DZA only"
"pSymB","NP_437623.1","ASP62615.1","succinoglycan biosynthesis protein ExoM","gene-CDO30_RS31135",1251684,1252613,1,1251851,1251851,1,0.2865493,"nod-A17","A17","4","A17 only"
"pSymB","NP_437624.1","ASP62616.1","succinoglycan biosynthesis protein ExoO","gene-CDO30_RS31140",1252610,1253656,2,1252756,1252957,2,0.33920205,"fit-DZA","DZA","5O","DZA only"
"pSymB","NP_437625.1","ASP62617.1","UTP--glucose-1-phosphate uridylyltransferase","gene-CDO30_RS31145",1253661,1254566,1,1254143,1254143,1,0.3627033,"fit-DZA","DZA","5O","DZA only"
"pSymB","NP_437627.1","ASP62620.1","bifunctional hydroxymethylpyrimidine kinase/phosphomethylpyrimidine kinase","gene-CDO30_RS31160",1257340,1258140,2,1257619,1258087,3,-0.0188488666666667,"chloro1-A17, fit-DZA","A17, DZA","4, 5O","Both"
"pSymB","NP_437631.1","ASP63094.1","beta-galactosidase","gene-CDO30_RS31175",1260469,1262409,3,1260703,1261192,4,-0.30280915,"chloro1-DZA, chloro1-A17, nod-A17","DZA, A17","3, 4","Both"
"pSymB","NP_437632.1","ASP62623.1","LacI family transcriptional regulator","gene-CDO30_RS31180",1262599,1263633,2,1263221,1263322,2,-0.2682536,"chloro1-A17","A17","4","A17 only"
"pSymB","NP_437633.1","ASP62624.1","glycoside hydrolase family 37","gene-CDO30_RS31185",1263641,1265353,4,1263785,1265201,4,-0.27522165,"chloro1-A17, shoot-A17","A17","4","A17 only"
"pSymB","NP_437636.1","ASP62627.1","sugar ABC transporter substrate-binding protein","gene-CDO30_RS31200",1267134,1268366,1,1268166,1268166,1,-0.1815705,"chloro1-A17","A17","4","A17 only"
"pSymB","NP_437637.1","ASP62628.1","ABC transporter ATP-binding protein","gene-CDO30_RS31205",1268359,1269534,2,1268512,1269523,3,0.0750765,"chloro1-A17, nod-A17, fit-DZA","A17, DZA","4, 5O","Both"
"pSymB","NP_437638.1","ASP62629.1","4-aminobutyrate aminotransferase","gene-CDO30_RS31210",1269641,1272667,2,1269681,1269697,2,-0.3076164,"chloro1-A17","A17","4","A17 only"
"pSymB","NP_437640.1","ASP62631.1","amino acid ABC transporter permease","gene-CDO30_RS31220",1273375,1275024,1,1274537,1274537,1,-0.1979506,"shoot-A17","A17","4","A17 only"
"pSymB","NP_437641.1","ASP62632.1","basic amino acid ABC transporter substrate-binding protein","gene-CDO30_RS31225",1275098,1275844,1,1275164,1275164,1,-0.1844847,"chloro1-A17","A17","4","A17 only"
"pSymB","NP_437642.1","ASP62633.1","LacI family transcriptional regulator","gene-CDO30_RS31230",1275875,1276942,3,1276076,1276871,3,0.0396365666666667,"chloro1-A17, shoot-A17, fit-A17","A17","4, 6O","A17 only"
"pSymB","NP_437643.1","ASP62634.1","amine oxidase","gene-CDO30_RS31235",1277177,1277728,2,1277187,1277317,2,-0.19899435,"shoot-A17","A17","4","A17 only"
"pSymB","NP_437645.1","ASP62636.1","TRAP transporter small permease","gene-CDO30_RS31245",1279126,1279638,1,1279195,1279195,1,-0.2690853,"nod-A17","A17","4","A17 only"
"pSymB","NP_437646.1","ASP62637.1","C4-dicarboxylate ABC transporter","gene-CDO30_RS31250",1279820,1280797,1,1280477,1280477,1,-0.2213487,"shoot-A17","A17","4","A17 only"
"pSymB","NP_437649.1",NA,"nitrite reductase large subunit","gene-CDO30_RS31260-gene-CDO30_RS31270",1281528,1282508,1,1282217,1282217,1,-0.3965298,"fit-DZA","DZA","5O","DZA only"
"pSymB","NP_437651.1","ASP62642.1","nitrate reductase","gene-CDO30_RS31285",1285659,1288316,3,1285889,1288310,4,-0.091224975,"chloro1-A17, fit-DZA","A17, DZA","4, 5O","Both"
"pSymB","NP_437652.1","ASP63095.1","siroheme synthase","gene-CDO30_RS31290",1288339,1289421,1,1288866,1288866,1,-0.3229458,"chloro1-A17","A17","4","A17 only"
"pSymB","NP_437656.1","ASP62646.1","hydroxyacylglutathione hydrolase","gene-CDO30_RS31320",1292795,1294258,1,1293376,1293376,1,-0.2897172,"chloro1-A17","A17","4","A17 only"
"pSymB","NP_437657.1","ASP62647.1","hypothetical protein","gene-CDO30_RS31325",1294392,1295795,2,1295091,1295756,2,0.0444945,"chloro1-A17, nod-A17","A17","4","A17 only"
"pSymB","NP_437661.1","ASP62651.1","ribosome biogenesis GTPase Der","gene-CDO30_RS31345",1298622,1300052,1,1299636,1299636,1,-0.4206433,"fit-DZA","DZA","5O","DZA only"
"pSymB","NP_437662.1","ASP62652.1","hypothetical protein","gene-CDO30_RS31350",1300176,1300844,2,1300452,1300494,4,-0.203358475,"nod-DZA, chloro1-A17, nod-A17","DZA, A17","3, 4","Both"
"pSymB","NP_437664.1","ASP62654.1","polysaccharide deacetylase","gene-CDO30_RS31360",1301674,1302678,1,1302270,1302270,1,0.3173022,"fit-DZA","DZA","5O","DZA only"
"pSymB","NP_437669.1","ASP62659.1","LLM class flavin-dependent oxidoreductase","gene-CDO30_RS31385",1306489,1307532,1,1307146,1307146,1,-0.4222501,"fit-DZA","DZA","5O","DZA only"
"pSymB","NP_437673.1","ASP62662.1","polyketide cyclase","gene-CDO30_RS31405",1308866,1309285,1,1309040,1309040,1,0.2767332,"fit-DZA","DZA","5O","DZA only"
"pSymB","NP_437675.1","ASP62664.1","glycerol kinase","gene-CDO30_RS31415",1309862,1311355,1,1310842,1310842,1,-0.1500842,"chloro1-A17","A17","4","A17 only"
"pSymB","NP_437677.1","ASP62666.1","xanthine dehydrogenase small subunit","gene-CDO30_RS31425",1312475,1313962,3,1312527,1313079,5,-0.10384392,"shoot-DZA, chloro1-A17, shoot-A17, fit-DZA","DZA, A17","3, 4, 5O","Both"
"pSymB","NP_437678.1","ASP62668.1","xanthine dehydrogenase molybdopterin binding subunit","gene-CDO30_RS31435",1314170,1316506,1,1315858,1315858,1,-0.1809272,"nod-A17","A17","4","A17 only"
"pSymB","NP_437681.1","ASP62670.1","cysteine desulfurase","gene-CDO30_RS31450",1318067,1319299,2,1318165,1319036,2,0.00801884999999999,"shoot-A17, nod-A17","A17","4","A17 only"
"pSymB","NP_437697.1","ASP62684.1","mechanosensitive ion channel family protein","gene-CDO30_RS31530",1335854,1336885,1,1335911,1335911,1,-0.4636392,"fit-DZA","DZA","5O","DZA only"
"pSymB","NP_437702.1","ASP62686.1","ATPase","gene-CDO30_RS31555",1339865,1343554,2,1340245,1340651,2,0.0262267,"nod-A17","A17","4","A17 only"
"pSymB","NP_437707.1","ASP62691.1","ureidoglycolate lyase","gene-CDO30_RS31585",1347784,1348296,1,1348218,1348218,1,0.2367402,"fit-A17","A17","6O","A17 only"
"pSymB","NP_437713.1","ASP62697.1","host attachment protein","gene-CDO30_RS31615",1352759,1353211,1,1353200,1353200,1,-0.2383473,"nod-A17","A17","4","A17 only"
"pSymB","NP_437714.1","ASP62698.1","ATP-dependent helicase","gene-CDO30_RS31620",1353810,1355321,1,1354172,1354172,2,-0.3222316,"nod-A17, fit-DZA","A17, DZA","4, 5O","Both"
"pSymB","NP_437722.1","ASP62705.1","transglutaminase family protein","gene-CDO30_RS31660",1361382,1362200,1,1361388,1361388,2,0.00184589999999998,"nod-DZA, shoot-A17","DZA, A17","3, 4","Both"
"pSymB","NP_437724.1","ASP62707.1","dihydroxy-acid dehydratase","gene-CDO30_RS31670",1363183,1364922,1,1363323,1363323,1,-0.2588208,"shoot-DZA","DZA","3","DZA only"
"pSymB","NP_437725.1","ASP62708.1","aldehyde dehydrogenase family protein","gene-CDO30_RS31675",1364981,1366414,3,1365417,1365637,4,0.1615671,"shoot-DZA, nod-DZA, nod-A17","DZA, A17","3, 4","Both"
"pSymB","NP_437726.1","ASP62709.1","GguC protein","gene-CDO30_RS31680",1366491,1367486,2,1366550,1367370,2,-0.4508214,"fit-DZA","DZA","5O","DZA only"
"pSymB","NP_437729.1","ASP62712.1","sugar ABC transporter substrate-binding protein","gene-CDO30_RS31695",1370574,1371641,1,1371060,1371060,1,0.3927269,"fit-DZA","DZA","5O","DZA only"
"pSymB","NP_437734.1","ASP62717.1","inositol 2-dehydrogenase","gene-CDO30_RS31720",1374322,1375314,1,1375011,1375011,1,-0.2061161,"chloro1-A17","A17","4","A17 only"
"pSymB","NP_437735.1","ASP62718.1","bifunctional diguanylate cyclase/phosphodiesterase","gene-CDO30_RS31725",1375378,1377312,1,1375796,1375796,1,0.1614414,"shoot-A17","A17","4","A17 only"
"pSymB","NP_437741.1","ASP62724.1","integrase","gene-CDO30_RS31760",1382844,1384016,1,1382859,1382859,1,-0.1843385,"nod-A17","A17","4","A17 only"
"pSymB","NP_437765.1","ASP62745.1","hypothetical protein","gene-CDO30_RS31880",1397091,1397495,1,1397100,1397100,1,-0.167364,"chloro1-DZA","DZA","3","DZA only"
"pSymB","NP_437768.1","ASP62748.1","hypothetical protein","gene-CDO30_RS31895",1398093,1398443,2,1398214,1398291,2,0.05509645,"nod.weight-DZA, fit-A17","DZA, A17","3, 6O","Both"
"pSymB","NP_437769.1","ASP62749.1","calcium-binding protein","gene-CDO30_RS31900",1398992,1400155,1,1399117,1399117,1,0.2496797,"fit-A17","A17","6O","A17 only"
"pSymB","NP_437770.1","ASP62750.1","hypothetical protein","gene-CDO30_RS31920",1401581,1402036,1,1401824,1401824,1,0.3666981,"nod-DZA","DZA","3","DZA only"
"pSymB","NP_437771.1","ASP62751.1","hypothetical protein","gene-CDO30_RS31925",1402118,1402558,2,1402234,1402500,2,0.2821409,"fit-DZA, fit-A17","DZA, A17","5O, 6O","Both"
"pSymB","NP_437774.1","ASP62754.1","Ku protein","gene-CDO30_RS31940",1404265,1405083,3,1404357,1404732,3,-0.0175333,"fit-DZA, fit-A17","DZA, A17","5O, 6O","Both"
"pSymB","NP_437777.1","ASP62757.1","class I SAM-dependent methyltransferase","gene-CDO30_RS31955",1406385,1407254,3,1406390,1406882,3,5.70999999999859e-05,"nod-DZA, fit-DZA, fit-A17","DZA, A17","3, 5O, 6O","Both"
"pSymB","NP_437781.1","ASP62761.1","aspartate aminotransferase family protein","gene-CDO30_RS31975",1409025,1410446,4,1409726,1409895,4,-0.072837425,"nod.weight-DZA, chloro1-A17, shoot-A17, fit-A17","DZA, A17","3, 4, 6O","Both"
"pSymB","NP_437785.1","ASP62764.1","SAM-dependent methyltransferase","gene-CDO30_RS31995",1414012,1415244,2,1414110,1414839,2,0.29110235,"fit-A17","A17","6O","A17 only"
"pSymB","NP_437788.1","ASP62767.1","L-arabinose isomerase","gene-CDO30_RS32010",1416400,1417827,1,1417254,1417254,1,0.3544485,"fit-A17","A17","6O","A17 only"
"pSymB","NP_437789.1","ASP62768.1","sugar ABC transporter substrate-binding protein","gene-CDO30_RS32015",1417901,1418962,2,1417918,1418519,2,0.0171479,"shoot-DZA, fit-A17","DZA, A17","3, 6O","Both"
"pSymB","NP_437790.1","ASP62769.1","sugar ABC transporter ATP-binding protein","gene-CDO30_RS32020",1418959,1420455,1,1419447,1419447,1,0.2106383,"fit-A17","A17","6O","A17 only"
"pSymB","NP_437791.1","ASP62770.1","ABC transporter permease","gene-CDO30_RS32025",1420448,1421443,1,1421113,1421113,1,0.2702759,"fit-A17","A17","6O","A17 only"
"pSymB","NP_437792.1","ASP62771.1","esterase","gene-CDO30_RS32030",1421446,1423182,3,1421874,1422933,4,0.193422725,"shoot-DZA, nod-DZA, fit-DZA, fit-A17","DZA, A17","3, 5O, 6O","Both"
"pSymB","NP_437793.1","ASP62772.1","cephalosporin hydroxylase","gene-CDO30_RS32035",1423229,1424005,2,1423433,1423511,2,0.1976277,"fit-A17","A17","6O","A17 only"
"pSymB","NP_437795.1","ASP63106.1","acetyltransferase","gene-CDO30_RS32045",1424849,1425337,1,1424933,1424933,1,0.2683415,"fit-A17","A17","6O","A17 only"
"pSymB","NP_437803.1","ASP62779.1","LysR family transcriptional regulator","gene-CDO30_RS32080",1430354,1431274,1,1430665,1430665,1,-0.2004561,"shoot-DZA","DZA","3","DZA only"
"pSymB","NP_437804.1","ASP62780.1","Zn-dependent hydrolase","gene-CDO30_RS32085",1431330,1432574,4,1431876,1432542,7,0.170345071428571,"shoot-DZA, chloro1-A17, nod-A17, fit-DZA, fit-A17","DZA, A17","3, 4, 5O, 6O","Both"
"pSymB","NP_437810.2","ASP62787.1","CBS domain-containing protein","gene-CDO30_RS32120",1437269,1437709,1,1437494,1437494,1,0.4042851,"fit-DZA","DZA","5O","DZA only"
"pSymB","NP_437814.2","ASP62791.1","DNA topoisomerase","gene-CDO30_RS32140",1439703,1440845,1,1439737,1439737,1,0.2585117,"fit-A17","A17","6O","A17 only"
"pSymB","NP_437816.1","ASP62793.1","malto-oligosyltrehalose trehalohydrolase","gene-CDO30_RS32150",1443077,1444882,2,1444282,1444291,2,0.22666405,"fit-A17","A17","6O","A17 only"
"pSymB","NP_437818.1","ASP62795.1","glutathione S-transferase","gene-CDO30_RS32160",1445615,1446337,1,1446224,1446224,1,0.2635102,"fit-A17","A17","6O","A17 only"
"pSymB","NP_437821.1","ASP62798.1","hypothetical protein","gene-CDO30_RS32185",1448047,1448361,1,1448068,1448068,1,0.1934739,"fit-A17","A17","6O","A17 only"
"pSymB","NP_437823.1","ASP62799.1","hypothetical protein","gene-CDO30_RS32195",1450014,1450451,1,1450206,1450206,2,0.38852305,"nod-A17, fit-A17","A17","4, 6O","A17 only"
"pSymB","NP_437825.1","ASP62801.1","sugar ABC transporter permease","gene-CDO30_RS32205",1451483,1452376,1,1452275,1452275,1,-0.1936387,"chloro1-DZA","DZA","3","DZA only"
"pSymB","NP_437826.1","ASP62802.1","ABC transporter ATP-binding protein","gene-CDO30_RS32210",1452373,1453485,2,1452598,1452874,2,-0.2519326,"chloro1-DZA","DZA","3","DZA only"
"pSymB","NP_437827.1","ASP62803.1","ABC transporter substrate-binding protein","gene-CDO30_RS32215",1453574,1454836,1,1454261,1454261,1,0.3978415,"nod-A17","A17","4","A17 only"
"pSymB","NP_437829.1","ASP62805.1","6-phospho-beta-glucosidase","gene-CDO30_RS32225",1455798,1457183,2,1456342,1456635,3,-0.3744607,"chloro1-A17, shoot-A17, fit-DZA","A17, DZA","4, 5O","Both"
"pSymB","NP_437830.1","ASP62806.1","GntR family transcriptional regulator","gene-CDO30_RS32230",1457397,1458170,1,1457420,1457420,1,0.295888,"fit-A17","A17","6O","A17 only"
"pSymB","NP_437834.1","ASP62810.1","hypothetical protein","gene-CDO30_RS32250",1462145,1463242,3,1462550,1463135,3,-0.278634266666667,"nod-A17, fit-DZA, fit-A17","A17, DZA","4, 5O, 6O","Both"
"pSymB","NP_437835.1","ASP62811.1","DUF982 domain-containing protein","gene-CDO30_RS32255",1463339,1463848,2,1463357,1463815,2,-0.583082,"fit-DZA","DZA","5O","DZA only"
"pSymB","NP_437836.1","ASP62812.1","DUF982 domain-containing protein","gene-CDO30_RS32260",1463958,1464239,1,1464076,1464076,1,-0.4896819,"fit-DZA","DZA","5O","DZA only"
"pSymB","NP_437840.1","ASP62816.1","NAD(P)-dependent oxidoreductase","gene-CDO30_RS32280",1465520,1466302,1,1465738,1465738,1,-0.5813755,"fit-DZA","DZA","5O","DZA only"
"pSymB","NP_437844.1","ASP62820.1","hypothetical protein","gene-CDO30_RS32305",1468316,1468933,1,1468488,1468488,1,-0.219421,"nod-A17","A17","4","A17 only"
"pSymB","NP_437855.1","ASP62832.1","cytochrome ubiquinol oxidase subunit II","gene-CDO30_RS32365",1474514,1475674,1,1475563,1475563,1,-0.4176364,"fit-DZA","DZA","5O","DZA only"
"pSymB","NP_437856.1","ASP62833.1","cytochrome ubiquinol oxidase subunit I","gene-CDO30_RS32370",1475712,1477721,1,1476536,1476536,2,-0.42917045,"nod-DZA, fit-DZA","DZA","3, 5O","DZA only"
"pSymB","NP_437872.1","ASP62848.1","glycosyltransferase family 1 protein","gene-CDO30_RS32450",1492694,1493863,1,1493404,1493404,1,-0.3011405,"fit-DZA","DZA","5O","DZA only"
"pSymB","NP_437874.1","ASP62850.1","polysaccharide deacetylase","gene-CDO30_RS32460",1495450,1496205,1,1495642,1495642,1,-0.3301078,"shoot-A17","A17","4","A17 only"
"pSymB","NP_437875.1","ASP62851.1","exopolysaccharide biosynthesis protein","gene-CDO30_RS32465",1496198,1497529,1,1496789,1496789,2,0.0419916,"nod-DZA, nod-A17","DZA, A17","3, 4","Both"
"pSymB","NP_437876.1","ASP62852.1","cell shape-determining protein","gene-CDO30_RS32470",1497542,1499158,1,1497605,1497605,1,-0.1974048,"chloro1-A17","A17","4","A17 only"
"pSymB","NP_437878.1","ASP62854.1","dihydrodipicolinate synthase family protein","gene-CDO30_RS32480",1500058,1500972,1,1500556,1500556,1,-0.2867307,"fit-DZA","DZA","5O","DZA only"
"pSymB","NP_437900.1","ASP62873.1","asparagine synthetase B","gene-CDO30_RS32590",1519673,1521610,1,1520973,1520973,2,0.40680125,"chloro1-DZA, fit-DZA","DZA","3, 5O","DZA only"
"pSymB","NP_437906.1","ASP62879.1","sugar ABC transporter permease","gene-CDO30_RS32630",1526031,1526963,1,1526265,1526265,1,0.1859003,"shoot-A17","A17","4","A17 only"
"pSymB","NP_437907.1","ASP62880.1","carbohydrate ABC transporter substrate-binding protein","gene-CDO30_RS32635",1527156,1528460,1,1528118,1528118,1,-0.3797158,"shoot-A17","A17","4","A17 only"
"pSymB","NP_437908.1","ASP62881.1","ABC transporter ATP-binding protein","gene-CDO30_RS32640",1528595,1529662,1,1529492,1529492,1,0.3389595,"nod-DZA","DZA","3","DZA only"
"pSymB","NP_437910.1","ASP62883.1","NAD-dependent epimerase","gene-CDO30_RS32650",1530525,1531508,2,1530534,1531239,2,-0.1737268,"nod-DZA","DZA","3","DZA only"
"pSymB","NP_437917.1","ASP62889.1","serine kinase","gene-CDO30_RS32685",1536869,1538146,1,1537912,1537912,1,0.2551459,"fit-DZA","DZA","5O","DZA only"
"pSymB","NP_437918.1","ASP62890.1","sugar ABC transporter substrate-binding protein","gene-CDO30_RS32690",1538263,1539231,1,1538370,1538370,1,-0.1825664,"fit-A17","A17","6O","A17 only"
"pSymB","NP_437920.1","ASP62892.1","sugar ABC transporter ATP-binding protein","gene-CDO30_RS32700",1540547,1542127,1,1541648,1541648,1,-0.2269823,"nod.weight-DZA","DZA","3","DZA only"
"pSymB","NP_437928.1","ASP62900.1","glyoxylate carboligase","gene-CDO30_RS32740",1548693,1550477,2,1549833,1549902,2,-0.04629075,"nod.weight-DZA","DZA","3","DZA only"
"pSymB","NP_437932.1","ASP62904.1","DNA ligase D","gene-CDO30_RS32760",1553503,1555959,1,1555111,1555111,1,-0.2710746,"chloro1-DZA","DZA","3","DZA only"
"pSymB","NP_437933.1","ASP62905.1","Ku protein","gene-CDO30_RS32765",1556052,1556936,1,1556834,1556834,1,-0.1629745,"nod.weight-DZA","DZA","3","DZA only"
"pSymB","NP_437945.1","ASP62915.1","MFS transporter","gene-CDO30_RS32825",1564926,1566578,3,1565226,1566291,3,0.216915666666667,"nod-DZA, fit-A17","DZA, A17","3, 6O","Both"
"pSymB","NP_437946.1","ASP62916.1","HlyD family secretion protein","gene-CDO30_RS32830",1566575,1567672,1,1566853,1566853,2,0.2910621,"fit-DZA, fit-A17","DZA, A17","5O, 6O","Both"
"pSymB","NP_437951.1","ASP62921.1","glycogen synthase","gene-CDO30_RS32855",1571686,1573146,1,1572612,1572612,1,0.2460671,"fit-A17","A17","6O","A17 only"
"pSymB","NP_437953.1","ASP62923.1","amino acid ABC transporter","gene-CDO30_RS32865",1574506,1575282,1,1574721,1574721,1,0.1913282,"fit-A17","A17","6O","A17 only"
"pSymB","NP_437956.1","ASP62926.1","3-methyladenine DNA glycosylase","gene-CDO30_RS32880",1577364,1577921,1,1577574,1577574,1,-0.5663792,"fit-DZA","DZA","5O","DZA only"
"pSymB","NP_437957.1","ASP62927.1","NAD(P)-dependent oxidoreductase","gene-CDO30_RS32885",1578417,1579304,1,1578533,1578533,1,0.2912889,"nod.weight-DZA","DZA","3","DZA only"
"pSymB","NP_437963.1","ASP62932.1","EamA/RhaT family transporter","gene-CDO30_RS32915",1585785,1586681,1,1586000,1586000,1,0.3134265,"fit-DZA","DZA","5O","DZA only"
