"region","start_pos","end_pos","RefSeq_ID","protein_ID","gene_ID","gene_name","ncbi_func"
"CP021798.1",1068892,1069275,"WP_008840778.1",NA,"CDO30_23665",NA,"IS5/IS1182 family transposase"
"CP021798.1",1069357,1069701,"NP_436231.1","ASP61190.1","CDO30_23670",NA,"hypothetical protein"
"CP021798.1",1069781,1069957,"NP_436230.1","ASP61191.1","CDO30_23675",NA,"hypothetical protein"
"CP021798.1",1070083,1070976,"NP_436229.1","ASP61192.1","CDO30_23680",NA,"LysR family transcriptional regulator"
"CP021798.1",1071068,1071511,"NP_436228.1","ASP61193.1","CDO30_23685",NA,"hypothetical protein"
"CP021798.1",1071520,1071966,"NP_436227.1","ASP61194.1","CDO30_23690",NA,"3-oxoacyl-ACP synthase"
"CP021798.1",1071950,1072291,"WP_003548655.1",NA,"CDO30_23695",NA,"hypothetical protein"
"CP021798.1",1072674,1074044,"NP_436226.1","ASP61195.1","CDO30_23700",NA,"alpha/beta hydrolase"
"CP021798.1",1074285,1074470,"WP_013845639.1","ASP61196.1","CDO30_23705",NA,"hypothetical protein"
"CP021798.1",1074554,1074733,"NP_435493.1","ASP61517.1","CDO30_23710",NA,"hypothetical protein"
"CP021798.1",1074730,1074903,"NP_436224.1","ASP61197.1","CDO30_23715",NA,"RelE/ParE family toxin"
"CP021798.1",1075001,1075306,"YP_001313982.1","ASP61198.1","CDO30_23720",NA,"hypothetical protein"
"CP021798.1",1075398,1075633,"WP_017272264.1",NA,"CDO30_23725",NA,"hypothetical protein"
"CP021798.1",1075626,1075985,"YP_001313191.1",NA,"CDO30_23730",NA,"glyoxalase"
"CP021798.1",1076580,1076831,"NP_436221.1","ASP61199.1","CDO30_23735",NA,"GlsB/YeaQ/YmgE family stress response membrane protein"
"CP021798.1",1076859,1077344,"NP_436220.1","ASP61200.1","CDO30_23740",NA,"DUF937 domain-containing protein"
"CP021798.1",1077723,1079039,"NP_436219.1","ASP61201.1","CDO30_23745",NA,"aminotransferase"
"CP021798.1",1079042,1080289,"NP_436218.1","ASP61518.1","CDO30_23750",NA,"phosphotransferase"
"CP021798.1",1080263,1080943,"NP_436217.1","ASP61519.1","CDO30_23755",NA,"GntR family transcriptional regulator"
"CP021798.1",1080989,1081759,"NP_436216.1","ASP61202.1","CDO30_23760",NA,"NAD(P)-dependent oxidoreductase"
"CP021798.1",1081965,1083017,"NP_436215.1","ASP61203.1","CDO30_23765",NA,"ABC transporter substrate-binding protein"
"CP021798.1",1083116,1084195,"NP_436214.1","ASP61520.1","CDO30_23770",NA,"polyamine ABC transporter ATP-binding protein"
"CP021798.1",1084192,1085370,"NP_436213.2","ASP61204.1","CDO30_23775",NA,"ABC transporter permease"
"CP021798.1",1085374,1086156,"NP_436212.1","ASP61205.1","CDO30_23780",NA,"ABC transporter permease"
"CP021798.1",1086539,1087918,"NP_436211.2","ASP61206.1","CDO30_23785",NA,"hypothetical protein"
"CP021798.1",1088119,1088298,"WP_013845625.1","ASP61207.1","CDO30_23790",NA,"hypothetical protein"
"CP021798.1",1088471,1089370,"NP_436210.1","ASP61208.1","CDO30_23795",NA,"AraC family transcriptional regulator"
"CP021798.1",1089410,1091554,"NP_436209.1","ASP61209.1","CDO30_23800",NA,"TonB-dependent siderophore receptor"
"CP021798.1",1091847,1092848,"NP_436208.2","ASP61210.1","CDO30_23805",NA,"ABC transporter substrate-binding protein"
"CP021798.1",1092791,1093891,"NP_436207.1","ASP61211.1","CDO30_23810",NA,"iron ABC transporter permease"
"CP021798.1",1093888,1094925,"NP_436206.1","ASP61212.1","CDO30_23815",NA,"iron ABC transporter permease"
"CP021798.1",1094925,1095767,"NP_436205.1","ASP61213.1","CDO30_23820",NA,"ABC transporter ATP-binding protein"
"CP021798.1",1095764,1096834,"NP_436204.1","ASP61214.1","CDO30_23825",NA,"DUF2218 domain-containing protein"
"CP021798.1",1097302,1098360,"NP_436203.1","ASP61215.1","CDO30_23830",NA,"hypothetical protein"
"CP021798.1",1098565,1099446,"NP_436202.1","ASP61216.1","CDO30_23835",NA,"LysR family transcriptional regulator"
"CP021798.1",1099490,1100554,"NP_436201.1","ASP61217.1","CDO30_23840",NA,"hybrid-cluster NAD(P)-dependent oxidoreductase"
"CP021798.1",1100994,1102076,"NP_436200.2","ASP61218.1","CDO30_23845",NA,"amidohydrolase"
"CP021798.1",1102088,1102441,"NP_436199.1","ASP61219.1","CDO30_23850",NA,"2Fe-2S ferredoxin"
"CP021798.1",1102461,1103930,"NP_436198.1","ASP61220.1","CDO30_23855",NA,"betaine-aldehyde dehydrogenase"
"CP021798.1",1104124,1105125,"NP_436197.1","ASP61221.1","CDO30_23860",NA,"ABC transporter substrate-binding protein"
"CP021798.1",1105314,1106204,"NP_436196.1","ASP61222.1","CDO30_23865",NA,"alpha/beta hydrolase"
"CP021798.1",1106305,1106916,"NP_436195.2","ASP61223.1","CDO30_23870","betI","transcriptional regulator BetI"
"CP021798.1",1107060,1108055,"NP_436194.2","ASP61521.1","CDO30_23875",NA,"GlxA family transcriptional regulator"
"CP021798.1",1108140,1108685,"NP_436193.2","ASP61224.1","CDO30_23880",NA,"cysteine hydrolase"
"CP021798.1",1108682,1109231,"WP_013845612.1",NA,"CDO30_23885",NA,"hypothetical protein"
"CP021798.1",1109254,1110198,"NP_436191.1","ASP61225.1","CDO30_23890",NA,"LysR family transcriptional regulator"
"CP021798.1",1110315,1112117,"NP_436190.1","ASP61226.1","CDO30_23895",NA,"adenine deaminase"
"CP021798.1",1112165,1113565,"NP_436189.2","ASP61227.1","CDO30_23900",NA,"NCS2 family permease"
"CP021798.1",1113638,1115425,"NP_436188.1","ASP61228.1","CDO30_23905","ade","adenine deaminase"
"CP021798.1",1115970,1116254,"WP_017272267.1","ASP61229.1","CDO30_23910",NA,"hypothetical protein"
"CP021798.1",1116290,1117183,"NP_436187.1","ASP61230.1","CDO30_23915",NA,"arginase"
"CP021798.1",1117596,1118018,"NP_436185.1","ASP61231.1","CDO30_23920",NA,"hypothetical protein"
"CP021798.1",1118008,1118593,"WP_017265041.1",NA,"CDO30_23925",NA,"hypothetical protein"
"CP021798.1",1118615,1119031,"NP_436184.1","ASP61232.1","CDO30_23930",NA,"MucR family transcriptional regulator"
"CP021798.1",1119108,1120337,"NP_436183.2","ASP61233.1","CDO30_23935",NA,"hypothetical protein"
"CP021798.1",1120921,1121514,"NP_436182.1","ASP61234.1","CDO30_23940",NA,"hypothetical protein"
"CP021798.1",1121661,1121870,"NP_436181.1","ASP61235.1","CDO30_23945",NA,"hypothetical protein"
"CP021798.1",1121959,1122117,"WP_014528861.1","ASP61522.1","CDO30_23950",NA,"hypothetical protein"
"CP021798.1",1122447,1122902,"NP_436179.1","ASP61236.1","CDO30_23955",NA,"transcriptional regulator"
"CP021798.1",1123163,1123762,"NP_436178.1","ASP61237.1","CDO30_23960",NA,"hypothetical protein"
"CP021798.1",1124044,1125240,"NP_436177.1","ASP61238.1","CDO30_23965",NA,"histidine kinase"
"CP021798.1",1125544,1126325,"WP_007561959.1",NA,"CDO30_23970",NA,"hypothetical protein"
"CP021798.1",1126848,1128302,"NP_436174.1","ASP61239.1","CDO30_23975",NA,"potassium transporter"
"CP021798.1",1128618,1128818,"WP_014531425.1","ASP61240.1","CDO30_23980",NA,"hypothetical protein"
"CP021798.1",1128845,1129261,"NP_436173.1","ASP61241.1","CDO30_23985",NA,"response regulator"
"CP021798.1",1129343,1129984,"NP_436172.1","ASP61242.1","CDO30_23990",NA,"DNA-binding response regulator"
"CP021798.1",1129977,1131860,"NP_436171.1","ASP61243.1","CDO30_23995",NA,"histidine kinase"
"CP021798.1",1132197,1133864,"NP_436170.1","ASP61244.1","CDO30_24000",NA,"arylsulfatase"
"CP021798.1",1133947,1134960,"NP_436169.1","ASP61245.1","CDO30_24005",NA,"haloacid dehalogenase-like hydrolase"
"CP021798.1",1135021,1137414,"NP_436168.1","ASP61246.1","CDO30_24010",NA,"hypothetical protein"
"CP021798.1",1137678,1137959,"NP_436167.1","ASP61247.1","CDO30_24015",NA,"mechanosensitive ion channel family protein"
"CP021798.1",1138240,1139673,"NP_436166.2","ASP61523.1","CDO30_24020",NA,"amidohydrolase family protein"
"CP021798.1",1139758,1140816,"NP_436165.2","ASP61248.1","CDO30_24025",NA,"AI-2E family transporter"
"CP021798.1",1140877,1141527,"NP_436164.1","ASP61249.1","CDO30_24030",NA,"hypothetical protein"
"CP021798.1",1141526,1141837,"NP_436163.1","ASP61250.1","CDO30_24035",NA,"hypothetical protein"
"CP021798.1",1141934,1142428,"NP_436162.2","ASP61524.1","CDO30_24040",NA,"DUF1269 domain-containing protein"
"CP021798.1",1142594,1142884,"WP_003530427.1","ASP61251.1","CDO30_24045",NA,"glycine zipper 2TM domain-containing protein"
"CP021798.1",1142992,1144251,"NP_436161.1","ASP61252.1","CDO30_24050","arcA","arginine deiminase"
"CP021798.1",1144267,1145688,"NP_436160.1","ASP61253.1","CDO30_24055",NA,"arginine-ornithine antiporter"
"CP021798.1",1146108,1147535,"NP_436159.1","ASP61254.1","CDO30_24060",NA,"arginine-ornithine antiporter"
"CP021798.1",1147825,1148304,"NP_436158.1","ASP61255.1","CDO30_24065",NA,"hypothetical protein"
"CP021798.1",1148641,1149807,"NP_436157.1","ASP61256.1","CDO30_24070",NA,"efflux RND transporter periplasmic adaptor subunit"
"CP021798.1",1149804,1152938,"NP_436156.1","ASP61257.1","CDO30_24075",NA,"multidrug efflux RND transporter permease subunit"
"CP021798.1",1153399,1153959,"YP_001313953.1","ASP61258.1","CDO30_24080",NA,"N-acetyltransferase"
"CP021798.1",1154205,1154570,"NP_436154.1","ASP61259.1","CDO30_24085",NA,"hypothetical protein"
"CP021798.1",1154575,1154982,"NP_436153.1","ASP61260.1","CDO30_24090",NA,"hypothetical protein"
"CP021798.1",1155391,1156089,"NP_436152.1","ASP61261.1","CDO30_24095",NA,"GntR family transcriptional regulator"
"CP021798.1",1156252,1156977,"NP_436151.1","ASP61262.1","CDO30_24100",NA,"flavin reductase family protein"
"CP021798.1",1156980,1157765,"NP_436150.1","ASP61263.1","CDO30_24105",NA,"aspartate/glutamate racemase family protein"
"CP021798.1",1158031,1159608,"NP_436149.1","ASP61264.1","CDO30_24110",NA,"ABC transporter substrate-binding protein"
"CP021798.1",1159622,1160557,"NP_436148.1","ASP61265.1","CDO30_24115",NA,"ABC transporter permease"
"CP021798.1",1160548,1161459,"NP_436147.1","ASP61266.1","CDO30_24120",NA,"ABC transporter permease"
"CP021798.1",1161449,1162444,"NP_436146.1","ASP61267.1","CDO30_24125",NA,"ABC transporter ATP-binding protein"
"CP021798.1",1162441,1163463,"NP_436145.2","ASP61268.1","CDO30_24130",NA,"ABC transporter ATP-binding protein"
"CP021798.1",1163626,1163826,"WP_014531444.1","ASP61269.1","CDO30_24135",NA,"hypothetical protein"
"CP021798.1",1163827,1164165,"YP_002000357.1","ASP61525.1","CDO30_24140",NA,"hypothetical protein"
"CP021798.1",1164343,1165062,"NP_436144.1","ASP61270.1","CDO30_24145",NA,"ABC transporter permease"
"CP021798.1",1165160,1165498,"NP_436143.2","ASP61271.1","CDO30_24150",NA,"DedA family protein"
"CP021798.1",1165495,1166817,"NP_436142.1","ASP61272.1","CDO30_24155",NA,"MFS transporter"
"CP021798.1",1166830,1167105,"NP_436141.2","ASP61273.1","CDO30_24160",NA,"metal resistance protein"
"CP021798.1",1167252,1167515,"WP_015242139.1","ASP61274.1","CDO30_24165",NA,"hypothetical protein"
"CP021798.1",1167704,1169038,"WP_010970069.1","ASP61275.1","CDO30_24170",NA,"ISNCY family transposase ISRm17"
"CP021798.1",1170188,1170646,"NP_436137.1","ASP61276.1","CDO30_24175",NA,"hypothetical protein"
"CP021798.1",1170704,1170826,"WP_003528336.1","ASP61277.1","CDO30_24180",NA,"hypothetical protein"
"CP021798.1",1171126,1171433,"WP_017506755.1",NA,"CDO30_24185",NA,"hypothetical protein"
"CP021798.1",1171461,1171689,"WP_014530732.1",NA,"CDO30_24190",NA,"CopG family transcriptional regulator"
"CP021798.1",1171913,1172866,"NP_436136.1","ASP61278.1","CDO30_24195",NA,"LysR family transcriptional regulator"
"CP021798.1",1172915,1173235,"NP_436135.2","ASP61279.1","CDO30_24200",NA,"nuclear transport factor 2 family protein"
"CP021798.1",1173235,1174014,"NP_436134.1","ASP61280.1","CDO30_24205",NA,"short-chain dehydrogenase"
"CP021798.1",1174155,1174814,"NP_436133.1","ASP61281.1","CDO30_24210",NA,"DUF924 domain-containing protein"
"CP021798.1",1174919,1175842,"NP_436132.1","ASP61282.1","CDO30_24215",NA,"LysR family transcriptional regulator"
"CP021798.1",1175917,1176173,"NP_437137.1",NA,"CDO30_24220",NA,"hypothetical protein"
"CP021798.1",1176129,1176434,"WP_014332409.1","ASP61526.1","CDO30_24225",NA,"IS66 family insertion sequence hypothetical protein"
"CP021798.1",1176584,1177573,"NP_436130.1","ASP61283.1","CDO30_24230",NA,"integrase"
"CP021798.1",1177570,1178484,"NP_436129.1","ASP61284.1","CDO30_24235",NA,"integrase"
"CP021798.1",1178478,1179707,"NP_436128.1","ASP61285.1","CDO30_24240",NA,"integrase"
"CP021798.1",1179856,1180173,"WP_010165477.1","ASP61286.1","CDO30_24245",NA,"IS66 family insertion sequence hypothetical protein"
"CP021798.1",1180222,1181859,"NP_436425.1","ASP61287.1","CDO30_24250",NA,"IS66 family transposase"
"CP021798.1",1181859,1182155,"NP_436122.1","ASP61288.1","CDO30_24255",NA,"hypothetical protein"
"CP021798.1",1182606,1183583,"NP_436121.1","ASP61289.1","CDO30_24260",NA,"NAD(P)-dependent oxidoreductase"
"CP021798.1",1183580,1184671,"NP_436120.1","ASP61290.1","CDO30_24265",NA,"alkene reductase"
"CP021798.1",1184755,1185630,"NP_436119.2","ASP61291.1","CDO30_24270",NA,"LysR family transcriptional regulator"
"CP021798.1",1185910,1187469,"NP_436118.1",NA,"CDO30_24275",NA,"sodium:proton antiporter"
"CP021798.1",1187539,1187875,"WP_076612156.1","ASP61292.1","CDO30_24280",NA,"IS3 family transposase"
"CP021798.1",1187875,1188758,"WP_076612156.1","ASP61292.1","CDO30_24280",NA,"IS3 family transposase"
"CP021798.1",1188788,1188988,"WP_016843347.1",NA,"CDO30_24285",NA,"hypothetical protein"
"CP021798.1",1189117,1189899,"NP_436117.1","ASP61293.1","CDO30_24290",NA,"pilus assembly protein"
"CP021798.1",1190349,1190792,"NP_436116.1","ASP61527.1","CDO30_24295",NA,"hypothetical protein"
"CP021798.1",1191036,1191689,"NP_436115.1","ASP61294.1","CDO30_24300",NA,"hypothetical protein"
"CP021798.1",1191743,1193173,"YP_002823460.1",NA,"CDO30_24305",NA,"FAD-dependent oxidoreductase"
"CP021798.1",1193214,1196693,"NP_436112.1","ASP61295.1","CDO30_24310",NA,"adenylate cyclase"
"CP021798.1",1197188,1197574,"NP_436111.2","ASP61296.1","CDO30_24315",NA,"ester cyclase"
"CP021798.1",1197734,1197930,"YP_002823055.1",NA,"CDO30_24320",NA,"hypothetical protein"
"CP021798.1",1198089,1198298,"WP_013845569.1","ASP61297.1","CDO30_24325",NA,"hypothetical protein"
"CP021798.1",1198809,1200206,"NP_436110.1","ASP61298.1","CDO30_24330",NA,"endo-1%2C3-1%2C4-beta-glycanase EglC"
"CP021798.1",1200512,1200967,"NP_436109.1","ASP61299.1","CDO30_24335",NA,"transcriptional regulator"
"CP021798.1",1201053,1201379,"WP_015445469.1","ASP61300.1","CDO30_24340",NA,"hypothetical protein"
"CP021798.1",1201865,1202167,"NP_436108.1","ASP61301.1","CDO30_24345",NA,"hypothetical protein"
"CP021798.1",1202288,1204057,"NP_436107.2","ASP61302.1","CDO30_24350",NA,"adenylate/guanylate cyclase domain-containing protein"
"CP021798.1",1204306,1205604,"NP_436106.1","ASP61303.1","CDO30_24355",NA,"mechanosensitive ion channel family protein"
"CP021798.1",1205703,1206215,"NP_436105.1","ASP61304.1","CDO30_24360",NA,"hypothetical protein"
"CP021798.1",1206328,1207623,"NP_436104.2","ASP61305.1","CDO30_24365",NA,"hypothetical protein"
"CP021798.1",1207883,1208395,"NP_436103.1","ASP61306.1","CDO30_24370",NA,"pilus assembly protein CpaA"
"CP021798.1",1208438,1209229,"NP_436102.1","ASP61307.1","CDO30_24375","cpaB","Flp pilus assembly protein CpaB"
"CP021798.1",1209236,1210996,"NP_436101.1","ASP61308.1","CDO30_24380",NA,"pilus assembly protein CpaE"
"CP021798.1",1210993,1211418,"NP_436100.1","ASP61309.1","CDO30_24385",NA,"pilus assembly protein"
"CP021798.1",1211763,1211933,"NP_436099.1","ASP61310.1","CDO30_24390",NA,"Flp family type IVb pilin"
"CP021798.1",1211977,1213470,"NP_436098.1","ASP61311.1","CDO30_24395",NA,"protein kinase"
"CP021798.1",1213499,1214500,"NP_436097.1","ASP61312.1","CDO30_24400",NA,"pilus assembly protein"
"CP021798.1",1214510,1215475,"NP_436096.2","ASP61313.1","CDO30_24405",NA,"type II secretion system protein"
"CP021798.1",1215530,1216594,"NP_436095.1","ASP61314.1","CDO30_24410",NA,"transcriptional regulator"
"CP021798.1",1216604,1218730,"NP_436094.1","ASP61315.1","CDO30_24415",NA,"hybrid sensor histidine kinase/response regulator"
"CP021798.1",1218717,1220402,"NP_436093.1","ASP61316.1","CDO30_24420",NA,"methyl-accepting chemotaxis protein"
"CP021798.1",1220335,1221003,"NP_436092.1","ASP61317.1","CDO30_24425",NA,"chemotaxis protein CheW"
"CP021798.1",1221000,1222361,"NP_436091.1","ASP61318.1","CDO30_24430",NA,"chemotaxis protein CheR"
"CP021798.1",1222515,1223198,"NP_436090.1","ASP61319.1","CDO30_24435",NA,"DNA-binding response regulator"
"CP021798.1",1223389,1226604,"NP_436089.2","ASP61320.1","CDO30_24440",NA,"GGDEF domain-containing protein"
"CP021798.1",1226746,1227417,"NP_436088.1","ASP61321.1","CDO30_24445",NA,"protein-L-isoaspartate O-methyltransferase"
"CP021798.1",1227712,1228212,"NP_436087.2","ASP61322.1","CDO30_24450",NA,"NADH-quinone oxidoreductase subunit J"
"CP021798.1",1228212,1228514,"NP_436086.1","ASP61323.1","CDO30_24455",NA,"NADH-quinone oxidoreductase subunit K 2"
"CP021798.1",1228519,1229982,"NP_436085.1","ASP61324.1","CDO30_24460",NA,"cation:proton antiporter"
"CP021798.1",1229979,1230233,"YP_001312374.1","ASP61325.1","CDO30_24465",NA,"hypothetical protein"
"CP021798.1",1230226,1231986,"NP_436083.4","ASP61326.1","CDO30_24470",NA,"Na(+)/H(+) antiporter subunit D"
"CP021798.1",1231993,1233468,"NP_436082.1","ASP61327.1","CDO30_24475",NA,"NADH-quinone oxidoreductase subunit M"
"CP021798.1",1233465,1234904,"NP_436081.1","ASP61328.1","CDO30_24480",NA,"NADH-quinone oxidoreductase subunit N 2"
"CP021798.1",1235120,1235485,"NP_436080.1","ASP61528.1","CDO30_24485",NA,"NADH-quinone oxidoreductase subunit A 2"
"CP021798.1",1235473,1235976,"NP_436079.1","ASP61329.1","CDO30_24490",NA,"NADH-quinone oxidoreductase subunit B 2"
"CP021798.1",1235973,1236521,"NP_436078.1","ASP61330.1","CDO30_24495",NA,"NADH-quinone oxidoreductase subunit C 2"
"CP021798.1",1236538,1237752,"NP_436077.1","ASP61331.1","CDO30_24500",NA,"NADH-quinone oxidoreductase subunit D 2"
"CP021798.1",1237771,1238277,"NP_436076.1","ASP61332.1","CDO30_24505",NA,"NADH-quinone oxidoreductase subunit E 2"
"CP021798.1",1238281,1239546,"NP_436075.1","ASP61333.1","CDO30_24510",NA,"NADH-quinone oxidoreductase subunit F"
"CP021798.1",1239576,1242137,"NP_436074.1","ASP61334.1","CDO30_24515","nuoG","NADH-quinone oxidoreductase subunit G 2"
"CP021798.1",1242225,1242665,"NP_436073.1","ASP61335.1","CDO30_24520",NA,"histidine kinase"
"CP021798.1",1242709,1243275,"NP_436072.1","ASP61336.1","CDO30_24525",NA,"NADH-quinone oxidoreductase subunit I 2"
"CP021798.1",1243345,1244331,"NP_436071.1","ASP61337.1","CDO30_24530",NA,"NADH-quinone oxidoreductase subunit H 2"
"CP021798.1",1244685,1244876,"NP_436070.2","ASP61338.1","CDO30_24535",NA,"hypothetical protein"
"CP021798.1",1244922,1245842,"NP_436069.1","ASP61339.1","CDO30_24540",NA,"ABC transporter permease"
"CP021798.1",1245842,1246864,"NP_436068.1","ASP61340.1","CDO30_24545",NA,"ABC transporter permease"
"CP021798.1",1246890,1248425,"NP_436067.1","ASP61341.1","CDO30_24550",NA,"ABC transporter ATP-binding protein"
"CP021798.1",1248510,1249604,"NP_436066.1","ASP61342.1","CDO30_24555",NA,"BMP family ABC transporter substrate-binding protein"
"CP021798.1",1249658,1250428,"YP_001314499.1","ASP61343.1","CDO30_24560",NA,"GntR family transcriptional regulator"
"CP021798.1",1250660,1251526,"NP_436064.1","ASP61344.1","CDO30_24565",NA,"aromatic ring-hydroxylating dioxygenase subunit alpha"
"CP021798.1",1251557,1252471,"NP_436063.1","ASP61345.1","CDO30_24570",NA,"aromatic ring-hydroxylating dioxygenase subunit alpha"
"CP021798.1",1252496,1254262,"NP_436062.1","ASP61346.1","CDO30_24575",NA,"oxidoreductase"
"CP021798.1",1254273,1254920,"NP_436061.1","ASP61347.1","CDO30_24580",NA,"glutathione S-transferase"
"CP021798.1",1255122,1256234,"NP_436060.1","ASP61348.1","CDO30_24585",NA,"alanine--glyoxylate aminotransferase family protein"
"CP021798.1",1256663,1257103,"NP_436059.1","ASP61349.1","CDO30_24590",NA,"hypothetical protein"
"CP021798.1",1257190,1258113,"NP_436058.1","ASP61350.1","CDO30_24595",NA,"LysR family transcriptional regulator"
"CP021798.1",1258273,1258737,"NP_436057.2","ASP61351.1","CDO30_24600",NA,"(2Fe-2S)-binding protein"
"CP021798.1",1258734,1260977,"NP_436056.1","ASP61352.1","CDO30_24605",NA,"oxidoreductase"
"CP021798.1",1260974,1261342,"NP_436055.1","ASP61353.1","CDO30_24610",NA,"cytochrome c family protein"
"CP021798.1",1261571,1262860,"NP_436054.2","ASP61354.1","CDO30_24615",NA,"MFS transporter"
"CP021798.1",1262857,1263207,"YP_002000355.1","ASP61355.1","CDO30_24620",NA,"MFS transporter"
"CP021798.1",1263268,1265688,"NP_436053.1","ASP61356.1","CDO30_24625",NA,"dehydrogenase"
"CP021798.1",1265924,1266811,"NP_436052.2","ASP61357.1","CDO30_24630",NA,"LysR family transcriptional regulator"
"CP021798.1",1267036,1268571,"NP_436051.1","ASP61358.1","CDO30_24635",NA,"methyltransferase"
"CP021798.1",1268579,1269571,"YP_001313819.1","ASP61359.1","CDO30_24640",NA,"GlxA family transcriptional regulator"
"CP021798.1",1269663,1270967,"NP_436049.1","ASP61360.1","CDO30_24645",NA,"aminopeptidase P family protein"
"CP021798.1",1270967,1271647,"NP_436048.1","ASP61361.1","CDO30_24650",NA,"isochorismatase"
"CP021798.1",1271798,1272460,"NP_436047.1","ASP61362.1","CDO30_24655",NA,"choline ABC transporter permease"
"CP021798.1",1272457,1273572,"NP_436046.1","ASP61363.1","CDO30_24660",NA,"ABC transporter ATP-binding protein"
"CP021798.1",1273569,1274324,"NP_436045.1","ASP61364.1","CDO30_24665",NA,"ABC transporter permease"
"CP021798.1",1274348,1275238,"NP_436044.1","ASP61365.1","CDO30_24670",NA,"glycine/betaine ABC transporter substrate-binding protein"
"CP021798.1",1275365,1276489,"NP_436043.1","ASP61366.1","CDO30_24675",NA,"muconate cycloisomerase"
"CP021798.1",1276486,1277490,"NP_436042.1","ASP61367.1","CDO30_24680",NA,"dehydrogenase"
"CP021798.1",1277598,1277987,"NP_436041.1","ASP61368.1","CDO30_24685",NA,"DUF2384 domain-containing protein"
"CP021798.1",1277984,1278502,"NP_436040.1","ASP61369.1","CDO30_24690",NA,"hypothetical protein"
"CP021798.1",1278484,1279527,"NP_436039.2","ASP61529.1","CDO30_24695",NA,"AraC family transcriptional regulator"
"CP021798.1",1279649,1280416,"NP_436038.1","ASP61370.1","CDO30_24700",NA,"3-hydroxyacyl-CoA dehydrogenase"
"CP021798.1",1280441,1281631,"NP_436037.1","ASP61371.1","CDO30_24705",NA,"acetyl-CoA acetyltransferase"
"CP021798.1",1281761,1281961,"WP_013845516.1","ASP61372.1","CDO30_24710",NA,"prevent-host-death protein"
"CP021798.1",1282120,1283433,"NP_436036.2","ASP61373.1","CDO30_24715",NA,"MFS transporter"
"CP021798.1",1283604,1284476,"NP_436035.2","ASP61374.1","CDO30_24720",NA,"hypothetical protein"
"CP021798.1",1284728,1285492,"NP_436034.1","ASP61375.1","CDO30_24725",NA,"FadR family transcriptional regulator"
"CP021798.1",1285553,1286458,"NP_436033.1","ASP61376.1","CDO30_24730","kdgD","5-dehydro-4-deoxyglucarate dehydratase"
"CP021798.1",1286533,1288041,"NP_436032.1","ASP61377.1","CDO30_24735",NA,"ABC transporter substrate-binding protein"
"CP021798.1",1288116,1289033,"YP_001313791.1","ASP61378.1","CDO30_24740",NA,"ABC transporter permease"
"CP021798.1",1289046,1289963,"NP_436030.1","ASP61379.1","CDO30_24745",NA,"ABC transporter permease"
"CP021798.1",1289960,1291612,"NP_436029.1","ASP61380.1","CDO30_24750",NA,"ABC transporter ATP-binding protein"
"CP021798.1",1291785,1292303,"NP_436028.1","ASP61381.1","CDO30_24755",NA,"glyoxalase/bleomycin resistance/dioxygenase family protein"
"CP021798.1",1292351,1293367,"NP_436027.2","ASP61382.1","CDO30_24760",NA,"dehydrogenase"
"CP021798.1",1293369,1294028,"NP_436026.1","ASP61383.1","CDO30_24765",NA,"TetR/AcrR family transcriptional regulator"
"CP021798.1",1294278,1295396,"NP_436025.1","ASP61384.1","CDO30_24770",NA,"ABC transporter substrate-binding protein"
"CP021798.1",1295471,1296436,"NP_436024.2","ASP61530.1","CDO30_24775",NA,"ABC transporter permease"
"CP021798.1",1296447,1297958,"NP_436023.1","ASP61385.1","CDO30_24780",NA,"sugar ABC transporter ATP-binding protein"
"CP021798.1",1297966,1298907,"NP_436022.1","ASP61386.1","CDO30_24785",NA,"ABC transporter permease"
"CP021798.1",1298926,1299951,"NP_436021.1","ASP61531.1","CDO30_24790",NA,"dehydrogenase"
"CP021798.1",1300114,1301610,"NP_436020.1","ASP61387.1","CDO30_24795",NA,"aldehyde dehydrogenase"
"CP021798.1",1301610,1303205,"NP_436019.1","ASP61532.1","CDO30_24800",NA,"alanine-phosphoribitol ligase"
"CP021798.1",1303433,1303708,"NP_436018.1","ASP61388.1","CDO30_24805",NA,"transcriptional regulator"
"CP021798.1",1303671,1304039,"WP_014531517.1","ASP61389.1","CDO30_24810",NA,"RelE/ParE family toxin"
"CP021798.1",1304105,1304938,"NP_436017.1","ASP61390.1","CDO30_24815",NA,"aldo/keto reductase"
"CP021798.1",1305051,1306622,"NP_436016.1","ASP61391.1","CDO30_24820",NA,"acyl CoA:acetate/3-ketoacid CoA transferase"
"CP021798.1",1306619,1307389,"NP_436015.1","ASP61392.1","CDO30_24825",NA,"enoyl-CoA hydratase/isomerase family protein"
"CP021798.1",1307402,1308661,"NP_436014.1","ASP61393.1","CDO30_24830",NA,"glycerate kinase"
"CP021798.1",1308776,1309792,"NP_436013.1","ASP61394.1","CDO30_24835",NA,"aldo/keto reductase"
"CP021798.1",1309952,1311094,"NP_436012.2","ASP61395.1","CDO30_24840",NA,"acyl-CoA dehydrogenase"
"CP021798.1",1311091,1311870,"NP_436011.1","ASP61396.1","CDO30_24845",NA,"3-ketoacyl-ACP reductase"
"CP021798.1",1311879,1313027,"NP_436010.1","ASP61397.1","CDO30_24850",NA,"dihydrodipicolinate synthase family protein"
"CP021798.1",1313029,1313886,"NP_436009.1","ASP61398.1","CDO30_24855",NA,"sugar phosphate isomerase/epimerase"
