"region","gene_ID","RefSeq_ID","ncbi_func","no_vars","no_traits","no_effects","min_ps","max_ps","min_score","max_score","ave_abs_score","ave_af","assocs","exps","host","cat","Entry","Entry name","Status","Protein names","Gene names","Organism","Length","Gene ontology (biological process)","Gene ontology (cellular component)","Gene ontology (GO)","Gene ontology (molecular function)","Gene ontology IDs"
"pSymB","gene-CDO30_29920","NP_437389.1","molecular chaperone HtpG",1,1,1,997006,997006,0.1597806,0.1597806,0.1597806,0.471,"shoot+(DZA-1)[1]","1","DZA only","GxE","P58477","HTPG_RHIME","reviewed","Chaperone protein HtpG (Heat shock protein HtpG) (High temperature protein G)","htpG RB0849 SMb21183","Rhizobium meliloti (strain 1021) (Ensifer meliloti) (Sinorhizobium meliloti)",629,"protein folding [GO:0006457]","cytoplasm [GO:0005737]","cytoplasm [GO:0005737]; ATP binding [GO:0005524]; ATPase activity [GO:0016887]; unfolded protein binding [GO:0051082]; protein folding [GO:0006457]","ATPase activity [GO:0016887]; ATP binding [GO:0005524]; unfolded protein binding [GO:0051082]","GO:0005524; GO:0005737; GO:0006457; GO:0016887; GO:0051082"
"pSymB","gene-CDO30_30035","NP_437412.1","ABC transporter ATP-binding protein",1,1,1,1025484,1025484,-0.1820732,-0.1820732,0.1820732,0.225,"shoot-(DZA-1)[1]","1","DZA only","GxE","Q92V45","Q92V45_RHIME","unreviewed","Putative ABC transporter ATP-binding protein,consisting of 2 fused ATP-binding domains","SM_b21206","Rhizobium meliloti (strain 1021) (Ensifer meliloti) (Sinorhizobium meliloti)",582,NA,NA,"ATP binding [GO:0005524]; ATPase activity [GO:0016887]","ATPase activity [GO:0016887]; ATP binding [GO:0005524]","GO:0005524; GO:0016887"
"pSymB","gene-CDO30_30040","NP_437413.1","transporter",1,1,1,1027125,1027125,-0.1910213,-0.1910213,0.1910213,0.194,"shoot-(DZA-1)[1]","1","DZA only","GxE","Q92V44","Y5573_RHIME","reviewed","UPF0194 membrane protein RB0873","RB0873 SMb21207","Rhizobium meliloti (strain 1021) (Ensifer meliloti) (Sinorhizobium meliloti)",334,NA,"periplasmic space [GO:0042597]","periplasmic space [GO:0042597]",NA,"GO:0042597"
"pSymB","gene-CDO30_30225","NP_437450.1","DUF1236 domain-containing protein",1,1,1,1067529,1067529,0.3519109,0.3519109,0.3519109,0.068,"shoot+(DZA-1)[1]","1","DZA only","GxE","Q92V23","Q92V23_RHIME","unreviewed","Hypothetical exported glutamine-rich protein","SM_b21334","Rhizobium meliloti (strain 1021) (Ensifer meliloti) (Sinorhizobium meliloti)",253,NA,NA,NA,NA,NA
"pSymB","gene-CDO30_30255","NP_437457.1","phytanoyl-CoA dioxygenase",1,1,1,1073663,1073663,0.3180351,0.3180351,0.3180351,0.068,"shoot+(DZA-1)[1]","1","DZA only","GxE","Q92V16","Q92V16_RHIME","unreviewed","Uncharacterized protein","SM_b21341","Rhizobium meliloti (strain 1021) (Ensifer meliloti) (Sinorhizobium meliloti)",282,NA,NA,NA,NA,NA
"pSymB","gene-CDO30_30305","NP_437467.1","TRAP transporter large permease",1,1,1,1083376,1083376,0.2880036,0.2880036,0.2880036,0.079,"shoot+(DZA-1)[1]","1","DZA only","GxE","Q92V07","Q92V07_RHIME","unreviewed","ABC transporter, permease","SM_b21351","Rhizobium meliloti (strain 1021) (Ensifer meliloti) (Sinorhizobium meliloti)",427,NA,"integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]","integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]",NA,"GO:0005886; GO:0016021"
"pSymB","gene-CDO30_30330","NP_437472.1","YihY/virulence factor BrkB family protein",1,1,1,1088567,1088567,0.3315203,0.3315203,0.3315203,0.068,"shoot+(DZA-1)[1]","1","DZA only","GxE","Q92V02","Q92V02_RHIME","unreviewed","Conserved hypothetical membrane protein","SM_b21356","Rhizobium meliloti (strain 1021) (Ensifer meliloti) (Sinorhizobium meliloti)",330,NA,"integral component of membrane [GO:0016021]","integral component of membrane [GO:0016021]",NA,"GO:0016021"
"pSymB","gene-CDO30_30440","NP_437494.1","sugar ABC transporter ATP-binding protein",3,1,3,1107695,1108303,-0.3390155,0.2633414,0.248493633333333,0.193666666666667,"shoot+(DZA-1)[1], shoot-(A17-2)[1], shoot-(DZA-3)[1]","1, 2, 3","Both","Partially Universal","Q92UY0","Q92UY0_RHIME","unreviewed","ABC transporter, ATP-binding protein","SM_b21376","Rhizobium meliloti (strain 1021) (Ensifer meliloti) (Sinorhizobium meliloti)",503,NA,NA,"ATP binding [GO:0005524]; ATPase activity [GO:0016887]","ATPase activity [GO:0016887]; ATP binding [GO:0005524]","GO:0005524; GO:0016887"
"pSymB","gene-CDO30_30500","NP_437506.1","taurine import ATP-binding protein TauB",1,1,1,1118827,1118827,0.264793,0.264793,0.264793,0.084,"shoot+(DZA-1)[1]","1","DZA only","GxE","Q92UX0","TAUB_RHIME","reviewed","Taurine import ATP-binding protein TauB (EC 7.6.2.7)","tauB RB0966 SMb21527","Rhizobium meliloti (strain 1021) (Ensifer meliloti) (Sinorhizobium meliloti)",270,NA,"plasma membrane [GO:0005886]","plasma membrane [GO:0005886]; ATP binding [GO:0005524]; ATPase activity [GO:0016887]","ATPase activity [GO:0016887]; ATP binding [GO:0005524]","GO:0005524; GO:0005886; GO:0016887"
"pSymB","gene-CDO30_30515","NP_437509.1","FAD-binding oxidoreductase",1,1,1,1121731,1121731,-0.1838268,-0.1838268,0.1838268,0.215,"shoot-(DZA-1)[1]","1","DZA only","GxE","Q92UW7","Q92UW7_RHIME","unreviewed","Taurine dehydrogenase (EC 1.4.99.2)","tauD SM_b21529","Rhizobium meliloti (strain 1021) (Ensifer meliloti) (Sinorhizobium meliloti)",466,NA,NA,"oxidoreductase activity [GO:0016491]","oxidoreductase activity [GO:0016491]","GO:0016491"
"pSymB","gene-CDO30_30525","NP_437511.1","hypothetical protein",1,1,1,1124082,1124082,-0.2644356,-0.2644356,0.2644356,0.068,"shoot-(A17-2)[1]","2","A17 only","GxE","Q92UW5","Y5671_RHIME","reviewed","UPF0324 membrane protein RB0971","RB0971 SMb21531","Rhizobium meliloti (strain 1021) (Ensifer meliloti) (Sinorhizobium meliloti)",345,NA,"integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]","integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]",NA,"GO:0005886; GO:0016021"
"pSymB","gene-CDO30_30615","NP_437529.1","autotransporter",4,1,4,1147964,1150114,-0.1687738,0.1910069,0.17156295,0.3195,"shoot-(DZA-1)[1], shoot+(DZA-1)[3]","1","DZA only","GxE","Q92UU8","Q92UU8_RHIME","unreviewed","Autotransporter domain-containing protein","SM_b21548","Rhizobium meliloti (strain 1021) (Ensifer meliloti) (Sinorhizobium meliloti)",2174,NA,NA,NA,NA,NA
"pSymB","gene-CDO30_30630","NP_437532.1","hypothetical protein",3,1,3,1156804,1157366,0.2189858,0.2689785,0.2385103,0.120666666666667,"shoot+(DZA-1)[1], shoot+(A17-2)[2]","1, 2","Both","other","Q92UU5","Q92UU5_RHIME","unreviewed","Uncharacterized protein","SM_b21551","Rhizobium meliloti (strain 1021) (Ensifer meliloti) (Sinorhizobium meliloti)",308,NA,NA,NA,NA,NA
"pSymB","gene-CDO30_30640","NP_437534.1","hypothetical protein",1,1,1,1158781,1158781,0.3549943,0.3549943,0.3549943,0.068,"shoot+(DZA-3)[1]","3","DZA only","GxE","Q92UU3","Q92UU3_RHIME","unreviewed","Uncharacterized protein","SM_b21554","Rhizobium meliloti (strain 1021) (Ensifer meliloti) (Sinorhizobium meliloti)",180,NA,NA,NA,NA,NA
"pSymB","gene-CDO30_30670","NP_437539.1","AraC family transcriptional regulator",1,1,1,1165572,1165572,-0.2490102,-0.2490102,0.2490102,0.089,"shoot-(DZA-1)[1]","1","DZA only","GxE","Q92UT8","Q92UT8_RHIME","unreviewed","Putative transcriptional regulator, araC family protein","SM_b21559","Rhizobium meliloti (strain 1021) (Ensifer meliloti) (Sinorhizobium meliloti)",296,NA,NA,"DNA-binding transcription factor activity [GO:0003700]; sequence-specific DNA binding [GO:0043565]","DNA-binding transcription factor activity [GO:0003700]; sequence-specific DNA binding [GO:0043565]","GO:0003700; GO:0043565"
"pSymB","gene-CDO30_30675","NP_437540.1","sensor histidine kinase",1,1,1,1167611,1167611,0.2302242,0.2302242,0.2302242,0.236,"shoot+(DZA-3)[1]","3","DZA only","GxE","Q92UT7","Q92UT7_RHIME","unreviewed","Histidine kinase (EC 2.7.13.3)","SM_b21560","Rhizobium meliloti (strain 1021) (Ensifer meliloti) (Sinorhizobium meliloti)",420,NA,"integral component of membrane [GO:0016021]","integral component of membrane [GO:0016021]; phosphorelay sensor kinase activity [GO:0000155]","phosphorelay sensor kinase activity [GO:0000155]","GO:0000155; GO:0016021"
"pSymB","gene-CDO30_30680","NP_437541.1","DNA-binding response regulator",1,1,1,1168219,1168219,0.2091311,0.2091311,0.2091311,0.251,"shoot+(DZA-3)[1]","3","DZA only","GxE","Q92UT6","Q92UT6_RHIME","unreviewed","Putative two-component response regulator","SM_b21561","Rhizobium meliloti (strain 1021) (Ensifer meliloti) (Sinorhizobium meliloti)",232,"phosphorelay signal transduction system [GO:0000160]; regulation of transcription, DNA-templated [GO:0006355]",NA,"DNA binding [GO:0003677]; phosphorelay signal transduction system [GO:0000160]; regulation of transcription, DNA-templated [GO:0006355]","DNA binding [GO:0003677]","GO:0000160; GO:0003677; GO:0006355"
"pSymB","gene-CDO30_30740","NP_437553.1","murein L%2CD-transpeptidase",1,1,1,1178758,1178758,0.1546922,0.1546922,0.1546922,0.304,"shoot+(DZA-1)[1]","1","DZA only","GxE","Q92US7","Q92US7_RHIME","unreviewed","Hypothetical exported protein","SM_b21573","Rhizobium meliloti (strain 1021) (Ensifer meliloti) (Sinorhizobium meliloti)",327,"peptidoglycan biosynthetic process [GO:0009252]",NA,"transferase activity [GO:0016740]; peptidoglycan biosynthetic process [GO:0009252]","transferase activity [GO:0016740]","GO:0009252; GO:0016740"
"pSymB","gene-CDO30_30815","NP_437567.1","sugar ABC transporter substrate-binding protein",1,1,1,1193951,1193951,0.1985112,0.1985112,0.1985112,0.283,"shoot+(A17-4)[1]","4","A17 only","GxE","Q926G2","Q926G2_RHIME","unreviewed","Sugar ABC transporter, periplasmic solute-binding protein","SM_b21587","Rhizobium meliloti (strain 1021) (Ensifer meliloti) (Sinorhizobium meliloti)",320,NA,NA,NA,NA,NA
"pSymB","gene-CDO30_30865","NP_437577.1","gfo/Idh/MocA family oxidoreductase",2,1,2,1204161,1204549,0.1839553,0.1962202,0.19008775,0.246,"shoot+(DZA-1)[2]","1","DZA only","GxE","Q92UQ7","Q92UQ7_RHIME","unreviewed","Putative oxidoreductase (EC 1.1.99.28)","SM_b21597","Rhizobium meliloti (strain 1021) (Ensifer meliloti) (Sinorhizobium meliloti)",343,NA,NA,"glucose-fructose oxidoreductase activity [GO:0047061]","glucose-fructose oxidoreductase activity [GO:0047061]","GO:0047061"
"pSymB","gene-CDO30_30870","NP_437578.1","transcriptional regulator",1,1,1,1205987,1205987,0.18588,0.18588,0.18588,0.33,"shoot+(A17-4)[1]","4","A17 only","GxE","Q92UQ6","Q92UQ6_RHIME","unreviewed","Putative transcriptional regulator","SM_b21598","Rhizobium meliloti (strain 1021) (Ensifer meliloti) (Sinorhizobium meliloti)",349,"regulation of transcription, DNA-templated [GO:0006355]",NA,"DNA binding [GO:0003677]; regulation of transcription, DNA-templated [GO:0006355]","DNA binding [GO:0003677]","GO:0003677; GO:0006355"
"pSymB","gene-CDO30_30900","NP_437584.1","ABC transporter substrate-binding protein",1,1,2,1212284,1212284,-0.3293524,0.2510819,0.29021715,0.089,"shoot+(DZA-1)[1], shoot-(A17-2)[1]","1, 2","Both","other","Q926G0","Q926G0_RHIME","unreviewed","Putative sugar uptake ABC transporter periplasmic solute-binding protein","SM_b21604","Rhizobium meliloti (strain 1021) (Ensifer meliloti) (Sinorhizobium meliloti)",420,NA,"periplasmic space [GO:0042597]","periplasmic space [GO:0042597]",NA,"GO:0042597"
"pSymB","gene-CDO30_30935","NP_437591.1","carboxyl-terminal protease",1,1,1,1218443,1218443,-0.1445198,-0.1445198,0.1445198,0.419,"shoot-(A17-4)[1]","4","A17 only","GxE","Q92UP4","Q92UP4_RHIME","unreviewed","Putative exported carboxyl-terminal protease protein","SM_b20928","Rhizobium meliloti (strain 1021) (Ensifer meliloti) (Sinorhizobium meliloti)",416,NA,NA,"serine-type peptidase activity [GO:0008236]","serine-type peptidase activity [GO:0008236]","GO:0008236"
"pSymB","gene-CDO30_30965","NP_437597.1","response regulator",1,1,1,1227163,1227163,-0.1598074,-0.1598074,0.1598074,0.414,"shoot-(A17-4)[1]","4","A17 only","GxE","Q7ANP4","Q7ANP4_RHIME","unreviewed","Putative two-component response regulator protein","exsF SM_b20934","Rhizobium meliloti (strain 1021) (Ensifer meliloti) (Sinorhizobium meliloti)",178,"phosphorelay signal transduction system [GO:0000160]",NA,"phosphorelay signal transduction system [GO:0000160]",NA,"GO:0000160"
"pSymB","gene-CDO30_30990","NP_437601.1","7-carboxy-7-deazaguanine synthase QueE",1,1,1,1230803,1230803,-0.3320455,-0.3320455,0.3320455,0.052,"shoot-(DZA-1)[1]","1","DZA only","GxE","Q7ANP1","Q7ANP1_RHIME","unreviewed","7-carboxy-7-deazaguanine synthase (CDG synthase) (EC 4.3.99.3) (Queuosine biosynthesis protein QueE)","exsD queE SM_b20938","Rhizobium meliloti (strain 1021) (Ensifer meliloti) (Sinorhizobium meliloti)",245,"queuosine biosynthetic process [GO:0008616]",NA,"4 iron, 4 sulfur cluster binding [GO:0051539]; carbon-nitrogen lyase activity [GO:0016840]; magnesium ion binding [GO:0000287]; S-adenosyl-L-methionine binding [GO:1904047]; queuosine biosynthetic process [GO:0008616]","4 iron, 4 sulfur cluster binding [GO:0051539]; carbon-nitrogen lyase activity [GO:0016840]; magnesium ion binding [GO:0000287]; S-adenosyl-L-methionine binding [GO:1904047]","GO:0000287; GO:0008616; GO:0016840; GO:0051539; GO:1904047"
"pSymB","gene-CDO30_31010","NP_437605.1","UDP-glucose 4-epimerase",1,1,2,1235275,1235275,-0.2815166,0.3116116,0.2965641,0.094,"shoot+(DZA-1)[1], shoot-(A17-2)[1]","1, 2","Both","other","P26503","EXOB_RHIME","reviewed","UDP-glucose 4-epimerase (EC 5.1.3.2) (Galactowaldenase)","exoB RB1065 SMb20942","Rhizobium meliloti (strain 1021) (Ensifer meliloti) (Sinorhizobium meliloti)",328,"galactose metabolic process [GO:0006012]; polysaccharide biosynthetic process [GO:0000271]",NA,"UDP-glucose 4-epimerase activity [GO:0003978]; galactose metabolic process [GO:0006012]; polysaccharide biosynthetic process [GO:0000271]","UDP-glucose 4-epimerase activity [GO:0003978]","GO:0000271; GO:0003978; GO:0006012"
"pSymB","gene-CDO30_31020","NP_437607.1","exopolysaccharide production protein ExoQ",2,1,3,1236658,1236661,-0.1895016,0.203767,0.185019466666667,0.347666666666667,"shoot+(DZA-1)[1], shoot-(A17-2)[1], shoot-(A17-4)[1]","1, 2, 4","Both","Partially Universal","Q02729","EXOQ_RHIME","reviewed","Exopolysaccharide production protein ExoQ","exoQ RB1067 SMb20944","Rhizobium meliloti (strain 1021) (Ensifer meliloti) (Sinorhizobium meliloti)",435,"polysaccharide biosynthetic process [GO:0000271]","integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]","integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; polysaccharide biosynthetic process [GO:0000271]",NA,"GO:0000271; GO:0005886; GO:0016021"
"pSymB","gene-CDO30_31030","NP_437609.1","exopolysaccharide production protein ExoY",1,1,1,1239139,1239139,-0.1568019,-0.1568019,0.1568019,0.325,"shoot-(A17-2)[1]","2","A17 only","GxE","Q02731","EXOY_RHIME","reviewed","Exopolysaccharide production protein ExoY","exoY RB1069 SMb20946","Rhizobium meliloti (strain 1021) (Ensifer meliloti) (Sinorhizobium meliloti)",226,"polysaccharide biosynthetic process [GO:0000271]","integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]","integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; transferase activity [GO:0016740]; polysaccharide biosynthetic process [GO:0000271]","transferase activity [GO:0016740]","GO:0000271; GO:0005886; GO:0016021; GO:0016740"
"pSymB","gene-CDO30_31040","NP_437611.1","succinoglycan biosynthesis protein ExoU",2,1,3,1241436,1241877,-0.202664,-0.164525,0.1773059,0.361,"shoot-(A17-2)[1], shoot-(A17-4)[2]","2, 4","A17 only","GxG","P33700","EXOU_RHIME","reviewed","Succinoglycan biosynthesis protein ExoU (EC 2.4.-.-)","exoU RB1071 SMb20948","Rhizobium meliloti (strain 1021) (Ensifer meliloti) (Sinorhizobium meliloti)",342,"polysaccharide biosynthetic process [GO:0000271]","cytoplasm [GO:0005737]","cytoplasm [GO:0005737]; transferase activity, transferring glycosyl groups [GO:0016757]; polysaccharide biosynthetic process [GO:0000271]","transferase activity, transferring glycosyl groups [GO:0016757]","GO:0000271; GO:0005737; GO:0016757"
"pSymB","gene-CDO30_31050","NP_437613.1","succinoglycan biosynthesis protein exow",2,1,2,1243526,1243859,-0.1755487,-0.1553153,0.165432,0.322,"shoot-(A17-2)[1], shoot-(A17-4)[1]","2, 4","A17 only","GxG","P33702","EXOW_RHIME","reviewed","Succinoglycan biosynthesis protein ExoW (EC 2.4.-.-)","exoW RB1073 SMb21690","Rhizobium meliloti (strain 1021) (Ensifer meliloti) (Sinorhizobium meliloti)",319,"polysaccharide biosynthetic process [GO:0000271]","plasma membrane [GO:0005886]","plasma membrane [GO:0005886]; transferase activity, transferring glycosyl groups [GO:0016757]; polysaccharide biosynthetic process [GO:0000271]","transferase activity, transferring glycosyl groups [GO:0016757]","GO:0000271; GO:0005886; GO:0016757"
"pSymB","gene-CDO30_31065","NP_437616.1","succinoglycan biosynthesis protein exoi",1,1,2,1246163,1246163,-0.3083996,0.4494405,0.37892005,0.063,"shoot+(DZA-1)[1], shoot-(A17-2)[1]","1, 2","Both","other","Q52928","EXOI_RHIME","reviewed","Succinoglycan biosynthesis protein ExoI","exoI RB1076 SMb20951","Rhizobium meliloti (strain 1021) (Ensifer meliloti) (Sinorhizobium meliloti)",191,"polysaccharide biosynthetic process [GO:0000271]",NA,"polysaccharide biosynthetic process [GO:0000271]",NA,"GO:0000271"
"pSymB","gene-CDO30_31115","NP_437626.1","succinoglycan biosynthesis transporter ExoP",1,1,1,1256539,1256539,-0.1511984,-0.1511984,0.1511984,0.34,"shoot-(A17-2)[1]","2","A17 only","GxE","P33698","EXOP_RHIME","reviewed","Succinoglycan biosynthesis transport protein ExoP","exoP RB1086 SMb20961","Rhizobium meliloti (strain 1021) (Ensifer meliloti) (Sinorhizobium meliloti)",786,"extracellular polysaccharide biosynthetic process [GO:0045226]; lipopolysaccharide biosynthetic process [GO:0009103]","integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]","integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; ATP binding [GO:0005524]; extracellular polysaccharide biosynthetic process [GO:0045226]; lipopolysaccharide biosynthetic process [GO:0009103]","ATP binding [GO:0005524]","GO:0005524; GO:0005886; GO:0009103; GO:0016021; GO:0045226"
"pSymB","gene-CDO30_31125","NP_437627.1","bifunctional hydroxymethylpyrimidine kinase/phosphomethylpyrimidine kinase",1,1,1,1258024,1258024,0.4641362,0.4641362,0.4641362,0.063,"shoot+(DZA-1)[1]","1","DZA only","GxE","P56904","THID_RHIME","reviewed","Hydroxymethylpyrimidine/phosphomethylpyrimidine kinase (EC 2.7.1.49) (EC 2.7.4.7) (Hydroxymethylpyrimidine kinase) (HMP kinase) (Hydroxymethylpyrimidine phosphate kinase) (HMP-P kinase) (HMP-phosphate kinase) (HMPP kinase)","thiD RB1087 SMb20962","Rhizobium meliloti (strain 1021) (Ensifer meliloti) (Sinorhizobium meliloti)",266,"thiamine biosynthetic process [GO:0009228]; thiamine diphosphate biosynthetic process [GO:0009229]",NA,"ATP binding [GO:0005524]; hydroxymethylpyrimidine kinase activity [GO:0008902]; phosphomethylpyrimidine kinase activity [GO:0008972]; thiamine biosynthetic process [GO:0009228]; thiamine diphosphate biosynthetic process [GO:0009229]","ATP binding [GO:0005524]; hydroxymethylpyrimidine kinase activity [GO:0008902]; phosphomethylpyrimidine kinase activity [GO:0008972]","GO:0005524; GO:0008902; GO:0008972; GO:0009228; GO:0009229"
"pSymB","gene-CDO30_31145","NP_437632.1","LacI family transcriptional regulator",2,1,2,1263221,1263322,0.2807637,0.3023694,0.29156655,0.136,"shoot+(DZA-1)[2]","1","DZA only","GxE","Q92UN2","Q92UN2_RHIME","unreviewed","Putative transcriptional regulator, lacI family protein","SM_b20967","Rhizobium meliloti (strain 1021) (Ensifer meliloti) (Sinorhizobium meliloti)",344,"regulation of transcription, DNA-templated [GO:0006355]",NA,"DNA binding [GO:0003677]; regulation of transcription, DNA-templated [GO:0006355]","DNA binding [GO:0003677]","GO:0003677; GO:0006355"
"pSymB","gene-CDO30_31150","NP_437633.1","glycoside hydrolase family 37",2,1,2,1264796,1265201,-0.2256069,-0.1916964,0.20865165,0.249,"shoot-(A17-4)[2]","4","A17 only","GxE","Q92UN1","Q92UN1_RHIME","unreviewed","Putative glycogen debranching enzyme","SM_b20968","Rhizobium meliloti (strain 1021) (Ensifer meliloti) (Sinorhizobium meliloti)",570,"oligosaccharide metabolic process [GO:0009311]",NA,"mannosyl-oligosaccharide glucosidase activity [GO:0004573]; oligosaccharide metabolic process [GO:0009311]","mannosyl-oligosaccharide glucosidase activity [GO:0004573]","GO:0004573; GO:0009311"
"pSymB","gene-CDO30_31175","NP_437638.1","4-aminobutyrate aminotransferase",1,1,1,1269899,1269899,-0.1514191,-0.1514191,0.1514191,0.262,"shoot-(A17-2)[1]","2","A17 only","GxE","Q92UM7","Q92UM7_RHIME","unreviewed","4-aminobutyrate transaminase (EC 2.6.1.19)","SM_b20973","Rhizobium meliloti (strain 1021) (Ensifer meliloti) (Sinorhizobium meliloti)",1008,NA,NA,"4-aminobutyrate:2-oxoglutarate transaminase activity [GO:0034386]; kinase activity [GO:0016301]; pyridoxal phosphate binding [GO:0030170]","4-aminobutyrate:2-oxoglutarate transaminase activity [GO:0034386]; kinase activity [GO:0016301]; pyridoxal phosphate binding [GO:0030170]","GO:0016301; GO:0030170; GO:0034386"
"pSymB","gene-CDO30_31185","NP_437640.1","amino acid ABC transporter permease",1,1,1,1274537,1274537,-0.1979506,-0.1979506,0.1979506,0.241,"shoot-(A17-4)[1]","4","A17 only","GxE","Q92UM5","Q92UM5_RHIME","unreviewed","Putative amino acid uptake ABC transporter permease protein","SM_b20975","Rhizobium meliloti (strain 1021) (Ensifer meliloti) (Sinorhizobium meliloti)",549,"transmembrane transport [GO:0055085]","integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]","integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; transmembrane transport [GO:0055085]",NA,"GO:0005886; GO:0016021; GO:0055085"
"pSymB","gene-CDO30_31195","NP_437642.1","LacI family transcriptional regulator",1,1,1,1276105,1276105,0.1553167,0.1553167,0.1553167,0.361,"shoot+(A17-4)[1]","4","A17 only","GxE","Q92UM4","Q92UM4_RHIME","unreviewed","Putative transcriptional regulator, lacI family protein","SM_b20977","Rhizobium meliloti (strain 1021) (Ensifer meliloti) (Sinorhizobium meliloti)",355,"regulation of transcription, DNA-templated [GO:0006355]",NA,"DNA binding [GO:0003677]; regulation of transcription, DNA-templated [GO:0006355]","DNA binding [GO:0003677]","GO:0003677; GO:0006355"
"pSymB","gene-CDO30_31200","NP_437643.1","amine oxidase",2,1,2,1277187,1277317,-0.2043978,-0.1935909,0.19899435,0.2225,"shoot-(A17-4)[2]","4","A17 only","GxE","Q92UM3","Q92UM3_RHIME","unreviewed","Putative acyl dehydratase (EC 1.4.3.4)","SM_b20978","Rhizobium meliloti (strain 1021) (Ensifer meliloti) (Sinorhizobium meliloti)",183,NA,NA,"oxidoreductase activity [GO:0016491]","oxidoreductase activity [GO:0016491]","GO:0016491"
"pSymB","gene-CDO30_31215","NP_437646.1","C4-dicarboxylate ABC transporter",1,1,1,1280477,1280477,-0.2213487,-0.2213487,0.2213487,0.116,"shoot-(A17-4)[1]","4","A17 only","GxE","Q926F6","Q926F6_RHIME","unreviewed","Putative C4-dicarboxylate transporter periplasmic solute-binding protein","SM_b20981","Rhizobium meliloti (strain 1021) (Ensifer meliloti) (Sinorhizobium meliloti)",325,"transmembrane transport [GO:0055085]",NA,"transmembrane transport [GO:0055085]",NA,"GO:0055085"
"pSymB","gene-CDO30_31290","NP_437657.1","hypothetical protein",1,1,1,1295091,1295091,0.2372944,0.2372944,0.2372944,0.183,"shoot+(DZA-1)[1]","1","DZA only","GxE","Q92UL0","Q92UL0_RHIME","unreviewed","NAD_binding_9 domain-containing protein","SM_b20992","Rhizobium meliloti (strain 1021) (Ensifer meliloti) (Sinorhizobium meliloti)",467,NA,NA,NA,NA,NA
"pSymB","gene-CDO30_31315","NP_437662.1","hypothetical protein",1,1,1,1300452,1300452,0.1933849,0.1933849,0.1933849,0.173,"shoot+(DZA-1)[1]","1","DZA only","GxE","Q92UK5","Q92UK5_RHIME","unreviewed","TPR_21 domain-containing protein","SM_b20996","Rhizobium meliloti (strain 1021) (Ensifer meliloti) (Sinorhizobium meliloti)",222,NA,"integral component of membrane [GO:0016021]","integral component of membrane [GO:0016021]",NA,"GO:0016021"
"pSymB","gene-CDO30_31390","NP_437677.1","xanthine dehydrogenase small subunit",3,1,3,1312527,1313079,-0.2386354,-0.1661043,0.207176,0.197333333333333,"shoot-(DZA-3)[2], shoot-(A17-4)[1]","3, 4","Both","other","Q92UJ3","Q92UJ3_RHIME","unreviewed","Xanthine dehydrogenase (EC 1.17.1.4)","xdhA2 SM_b21011","Rhizobium meliloti (strain 1021) (Ensifer meliloti) (Sinorhizobium meliloti)",495,NA,NA,"2 iron, 2 sulfur cluster binding [GO:0051537]; electron transfer activity [GO:0009055]; FAD binding [GO:0071949]; metal ion binding [GO:0046872]; xanthine dehydrogenase activity [GO:0004854]; xanthine oxidase activity [GO:0004855]","2 iron, 2 sulfur cluster binding [GO:0051537]; electron transfer activity [GO:0009055]; FAD binding [GO:0071949]; metal ion binding [GO:0046872]; xanthine dehydrogenase activity [GO:0004854]; xanthine oxidase activity [GO:0004855]","GO:0004854; GO:0004855; GO:0009055; GO:0046872; GO:0051537; GO:0071949"
"pSymB","gene-CDO30_31395","WP_014527075.1","hypothetical protein",1,1,1,1313966,1313966,0.3306681,0.3306681,0.3306681,0.089,"shoot+(DZA-1)[1]","1","DZA only","GxE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pSymB","gene-CDO30_31410","WP_018098328.1","LysR family transcriptional regulator",1,1,1,1317771,1317771,-0.1475776,-0.1475776,0.1475776,0.33,"shoot-(A17-2)[1]","2","A17 only","GxE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pSymB","gene-CDO30_31415","NP_437681.1","cysteine desulfurase",1,1,1,1319036,1319036,-0.3547273,-0.3547273,0.3547273,0.068,"shoot-(A17-4)[1]","4","A17 only","GxE","Q92UI9","Q92UI9_RHIME","unreviewed","Conserved hypothetical membrane protein,paralogue of Y21292","SM_b20848","Rhizobium meliloti (strain 1021) (Ensifer meliloti) (Sinorhizobium meliloti)",410,NA,"integral component of membrane [GO:0016021]","integral component of membrane [GO:0016021]; electron transfer activity [GO:0009055]; heme binding [GO:0020037]; metal ion binding [GO:0046872]","electron transfer activity [GO:0009055]; heme binding [GO:0020037]; metal ion binding [GO:0046872]","GO:0009055; GO:0016021; GO:0020037; GO:0046872"
