"region","gene_ID","RefSeq_ID","ncbi_func","traits","lines","overlap"
"pSymB","CDO30_28760","YP_001327357.1","hypothetical protein","leaf.plast","DZA","plast_only"
"pSymB","CDO30_28770","WP_015456643.1","hypothetical protein","leaf.plast","DZA","plast_only"
"pSymB","CDO30_28775","YP_001314018.1","hypothetical protein","leaf.plast","DZA","plast_only"
"pSymB","CDO30_28780","NP_437160.1","hypothetical protein","leaf, leaf.plast","DZA, A17","both_traits"
"pSymB","CDO30_28815","YP_001313568.1","acyl carrier protein","leaf, leaf.plast","A17, DZA","both_traits"
"pSymB","CDO30_29020","NP_437206.1","Ti-type conjugative transfer relaxase TraA","leaf, leaf.plast","A17, DZA","both_traits"
"pSymB","CDO30_29035","NP_437209.1","carbohydrate ABC transporter substrate-binding protein","leaf, leaf.plast","DZA, A17","both_traits"
"pSymB","CDO30_29040","NP_437210.1","glycosyl hydrolase","leaf, leaf.plast","A17, DZA","both_traits"
"pSymB","CDO30_29045","NP_437211.1","N-acetyltransferase","leaf.plast","A17","plast_only"
"pSymB","CDO30_29065","NP_437215.2","amino acid ABC transporter ATP-binding protein","leaf, leaf.plast","DZA, A17","both_traits"
"pSymB","CDO30_29070","NP_437216.1","ABC transporter substrate-binding protein","leaf, leaf.plast","DZA, A17","both_traits"
"pSymB","CDO30_29075","WP_014530525.1","MmgE/PrpD family protein","leaf, leaf.plast","DZA","both_traits"
"pSymB","CDO30_29090","NP_437220.1","amidohydrolase","leaf, leaf.plast","A17, DZA","both_traits"
"pSymB","CDO30_29095","NP_437221.1","IclR family transcriptional regulator","leaf, leaf.plast","A17, DZA","both_traits"
"pSymB","CDO30_29100","NP_437222.1","sugar ABC transporter substrate-binding protein","leaf, leaf.plast","DZA, A17","both_traits"
"pSymB","CDO30_29105","NP_437223.2","sugar ABC transporter permease","leaf, leaf.plast","DZA","both_traits"
"pSymB","CDO30_29110","NP_437224.1","carbohydrate ABC transporter permease","leaf, leaf.plast","DZA","both_traits"
"pSymB","CDO30_29115","NP_437225.1","ABC transporter ATP-binding protein","leaf, leaf.plast","A17, DZA","both_traits"
"pSymB","CDO30_29120","NP_437226.1","mandelate racemase","leaf","DZA","trait_only"
"pSymB","CDO30_29130","NP_437228.1","gfo/Idh/MocA family oxidoreductase","leaf, leaf.plast","DZA, A17","both_traits"
"pSymB","CDO30_29140","NP_437230.1","NAD(P)-dependent oxidoreductase","leaf","DZA","trait_only"
"pSymB","CDO30_29145","NP_437231.1","2-hydroxyhepta-2%2C4-diene-1%2C7-dioate isomerase","leaf","DZA","trait_only"
"pSymB","CDO30_29160","YP_001313261.1","two-component system response regulator","leaf.plast","DZA","plast_only"
"pSymB","CDO30_29165","NP_437235.1","antibiotic resistance protein","leaf, leaf.plast","DZA","both_traits"
"pSymB","CDO30_29170","NP_437236.1","XRE family transcriptional regulator","leaf","DZA","trait_only"
"pSymB","CDO30_29180","NP_437238.2","gluconokinase","leaf, leaf.plast","DZA","both_traits"
"pSymB","CDO30_29190","NP_437240.1","isovaleryl-CoA dehydrogenase","leaf, leaf.plast","DZA, A17","both_traits"
"pSymB","CDO30_29195","NP_437241.1","methylcrotonoyl-CoA carboxylase","leaf, leaf.plast","DZA, A17","both_traits"
"pSymB","CDO30_29200","NP_437242.1","RidA family protein","leaf, leaf.plast","A17","both_traits"
"pSymB","CDO30_29205","NP_437243.1","acetyl/propionyl/methylcrotonyl-CoA carboxylase subunit alpha","leaf","DZA","trait_only"
"pSymB","CDO30_29210","NP_437244.1","hydroxymethylglutaryl-CoA lyase","leaf.plast","A17","plast_only"
"pSymB","CDO30_29215","NP_437245.1","enoyl-CoA hydratase","leaf.plast","A17","plast_only"
"pSymB","CDO30_29220","NP_437246.1","DUF2384 domain-containing protein","leaf, leaf.plast","DZA","both_traits"
"pSymB","CDO30_29225","NP_437247.1","hypothetical protein","leaf, leaf.plast","DZA, A17","both_traits"
"pSymB","CDO30_29230","YP_001313273.1","FAD-binding oxidoreductase","leaf, leaf.plast","DZA","both_traits"
"pSymB","CDO30_29235","NP_437249.1","Sulfate/thiosulfate import ATP-binding protein CysA 2","leaf","DZA","trait_only"
"pSymB","CDO30_29240","YP_001313275.1","sulfate ABC transporter permease subunit CysW","leaf, leaf.plast","DZA, A17","both_traits"
"pSymB","CDO30_29245","YP_001313276.1","sulfate ABC transporter permease subunit CysT","leaf, leaf.plast","DZA","both_traits"
"pSymB","CDO30_29250","NP_437252.1","sulfate ABC transporter substrate-binding protein","leaf","DZA","trait_only"
"pSymB","CDO30_29255","NP_437253.1","alanine racemase","leaf.plast","A17","plast_only"
"pSymB","CDO30_29275","NP_437257.1","amino acid ABC transporter ATP-binding protein","leaf","DZA","trait_only"
"pSymB","CDO30_29280","NP_437258.1","RidA family protein","leaf, leaf.plast","DZA, A17","both_traits"
"pSymB","CDO30_29295","NP_437261.1","carbohydrate kinase","leaf, leaf.plast","DZA, A17","both_traits"
"pSymB","CDO30_29300","NP_437262.1","aminotransferase","leaf, leaf.plast","DZA, A17","both_traits"
"pSymB","CDO30_29305","NP_437263.1","carbohydrate ABC transporter permease","leaf, leaf.plast","A17","both_traits"
"pSymB","CDO30_29310","NP_437264.2","sugar ABC transporter permease","leaf","A17","trait_only"
"pSymB","CDO30_29320","NP_437265.1","ABC transporter substrate-binding protein","leaf","DZA","trait_only"
"pSymB","CDO30_29325","NP_437266.1","sugar kinase","leaf","DZA","trait_only"
"pSymB","CDO30_29335","NP_437268.1","adenylyl-sulfate kinase","leaf","A17","trait_only"
"pSymB","CDO30_29340","NP_437269.1","3'(2')%2C5'-bisphosphate nucleotidase CysQ","leaf","DZA","trait_only"
"pSymB","CDO30_29345","NP_437270.1","histidinol-phosphatase","leaf, leaf.plast","A17","both_traits"
"pSymB","CDO30_29350","NP_437271.1","carbamoyl phosphate synthase","leaf","DZA","trait_only"
"pSymB","CDO30_29365","NP_437273.1","calcium-binding protein","leaf.plast","DZA","plast_only"
"pSymB","CDO30_29370","NP_437274.1","glycosyl transferase","leaf, leaf.plast","DZA, A17","both_traits"
"pSymB","CDO30_29375","NP_437275.1","glycosyltransferase family 1 protein","leaf, leaf.plast","DZA, A17","both_traits"
"pSymB","CDO30_29380","WP_015243130.1","polysaccharide biosynthesis protein","leaf, leaf.plast","DZA, A17","both_traits"
"pSymB","CDO30_29385","NP_437279.1","methionyl-tRNA formyltransferase","leaf.plast","A17","plast_only"
"pSymB","CDO30_29405","NP_437284.1","chain-length determining protein","leaf, leaf.plast","A17","both_traits"
"pSymB","CDO30_29420","NP_437287.1","heparan sulfate glucosamine 3-O-sulfotransferase","leaf, leaf.plast","DZA, A17","both_traits"
"pSymB","CDO30_29425","NP_437288.1","hypothetical protein","leaf, leaf.plast","DZA, A17","both_traits"
"pSymB","CDO30_29445","NP_437292.1","DegT/DnrJ/EryC1/StrS aminotransferase family protein","leaf, leaf.plast","DZA, A17","both_traits"
"pSymB","CDO30_29450","NP_437293.1","sulfotransferase","leaf.plast","A17","plast_only"
"pSymB","CDO30_29460","NP_437295.1","mechanosensitive ion channel family protein","leaf, leaf.plast","DZA, A17","both_traits"
"pSymB","CDO30_29475","NP_437298.1","MBL fold metallo-hydrolase","leaf","DZA","trait_only"
"pSymB","CDO30_29485","YP_001313322.1","UDP-N-acetyl-D-glucosamine dehydrogenase","leaf","DZA","trait_only"
"pSymB","CDO30_29490","YP_002823436.1","adenylate/guanylate cyclase domain-containing protein","leaf, leaf.plast","DZA","both_traits"
"pSymB","CDO30_29500","NP_437304.1","ABC transporter ATP-binding protein","leaf","A17","trait_only"
"pSymB","CDO30_29505","NP_437305.1","peptide ABC transporter substrate-binding protein","leaf, leaf.plast","DZA","both_traits"
"pSymB","CDO30_29515","YP_001313328.1","peptide ABC transporter permease","leaf","A17","trait_only"
"pSymB","CDO30_29520","NP_437308.1","hypothetical protein","leaf, leaf.plast","DZA, A17","both_traits"
"pSymB","CDO30_29525","NP_437309.1","colanic acid biosynthesis glycosyltransferase WcaL","leaf, leaf.plast","A17","both_traits"
"pSymB","CDO30_29540","YP_001313333.1","ABC transporter ATP-binding protein","leaf, leaf.plast","DZA, A17","both_traits"
"pSymB","CDO30_29550","NP_437315.1","nucleotide-binding protein","leaf, leaf.plast","DZA, A17","both_traits"
"pSymB","CDO30_29555","NP_437316.1","LacI family transcriptional regulator","leaf, leaf.plast","DZA, A17","both_traits"
"pSymB","CDO30_29560","NP_437317.1","ABC transporter substrate-binding protein","leaf","DZA, A17","trait_only"
"pSymB","CDO30_29565","NP_437318.1","spermidine/putrescine ABC transporter permease","leaf, leaf.plast","DZA, A17","both_traits"
"pSymB","CDO30_29575","YP_001313340.1","ABC transporter ATP-binding protein","leaf.plast","A17","plast_only"
"pSymB","CDO30_29580","NP_437321.1","nucleoside hydrolase","leaf, leaf.plast","DZA, A17","both_traits"
"pSymB","CDO30_29585","NP_437322.1","adenine deaminase","leaf","A17","trait_only"
"pSymB","CDO30_29590","NP_437323.1","amidohydrolase","leaf","DZA, A17","trait_only"
"pSymB","CDO30_29595","NP_437324.1","phosphoribosyltransferase","leaf","DZA","trait_only"
"pSymB","CDO30_29600","YP_001313347.1","NCS2 family permease","leaf","DZA","trait_only"
"pSymB","CDO30_29610","NP_437327.1","allantoicase","leaf","DZA","trait_only"
"pSymB","CDO30_29630","NP_437331.1","xanthine dehydrogenase molybdopterin binding subunit","leaf","DZA","trait_only"
"pSymB","CDO30_29685","NP_437342.1","hypothetical protein","leaf","A17","trait_only"
"pSymB","CDO30_29700","NP_437345.1","aldehyde dehydrogenase","leaf, leaf.plast","DZA, A17","both_traits"
"pSymB","CDO30_29705","NP_437346.1","fucose-binding protein","leaf, leaf.plast","DZA, A17","both_traits"
"pSymB","CDO30_29710","NP_437347.1","ABC transporter ATP-binding protein","leaf, leaf.plast","DZA, A17","both_traits"
"pSymB","CDO30_29720","NP_437349.3","mercuric reductase","leaf.plast","A17","plast_only"
"pSymB","CDO30_29730","NP_437351.1","ABC transporter permease","leaf","DZA","trait_only"
"pSymB","CDO30_29765","NP_437358.1","ABC transporter ATP-binding protein","leaf.plast","A17","plast_only"
"pSymB","CDO30_29770","NP_437359.1","N-acetyltransferase","leaf","DZA","trait_only"
"pSymB","CDO30_29775","NP_437360.1","VOC family protein","leaf.plast","A17","plast_only"
"pSymB","CDO30_29785","NP_437362.1","hypothetical protein","leaf, leaf.plast","A17","both_traits"
"pSymB","CDO30_29805","NP_437366.1","beta-N-acetylhexosaminidase","leaf.plast","A17","plast_only"
"pSymB","CDO30_29810","NP_437367.1","microcystin degradation protein MlrC","leaf, leaf.plast","DZA, A17","both_traits"
"pSymB","CDO30_29815","NP_437368.1","MFS transporter","leaf","DZA","trait_only"
"pSymB","CDO30_29820","YP_001313386.1","urocanate hydratase","leaf","DZA","trait_only"
"pSymB","CDO30_29830","NP_437371.1","histidine ammonia-lyase","leaf","DZA, A17","trait_only"
"pSymB","CDO30_29840","NP_437373.1","group II intron reverse transcriptase/maturase","leaf","A17","trait_only"
"pSymB","CDO30_29845","NP_437374.1","MFS transporter","leaf","DZA","trait_only"
"pSymB","CDO30_29855","NP_437376.1","phosphonate metabolism protein/1%2C5-bisphosphokinase (PRPP-forming) PhnN","leaf","DZA","trait_only"
"pSymB","CDO30_29865","YP_001313394.1","hypothetical protein","leaf","DZA","trait_only"
"pSymB","CDO30_29880","NP_437381.1","phosphonate ABC transporter%2C permease protein PhnE","leaf.plast","A17","plast_only"
"pSymB","CDO30_29895","NP_437384.1","trimethylamine--corrinoid methyltransferase","leaf, leaf.plast","DZA, A17","both_traits"
"pSymB","CDO30_29905","NP_437386.1","LysR family transcriptional regulator","leaf","A17","trait_only"
"pSymB","CDO30_29910","NP_437387.1","acyl-CoA dehydrogenase","leaf","DZA","trait_only"
"pSymB","CDO30_29920","NP_437389.1","molecular chaperone HtpG","leaf","DZA","trait_only"
"pSymB","CDO30_29930","NP_437391.1","NAD-dependent succinate-semialdehyde dehydrogenase","leaf","DZA","trait_only"
"pSymB","CDO30_29990","NP_437404.1","ABC transporter ATP-binding protein","leaf, leaf.plast","DZA","both_traits"
"pSymB","CDO30_30000","NP_437405.1","sigma-54-dependent Fis family transcriptional regulator","leaf, leaf.plast","DZA","both_traits"
"pSymB","CDO30_30005","NP_437406.1","sensor histidine kinase","leaf, leaf.plast","DZA","both_traits"
"pSymB","CDO30_30010","NP_437407.1","dioxygenase","leaf.plast","A17","plast_only"
"pSymB","CDO30_30015","NP_437408.1","esterase","leaf, leaf.plast","DZA, A17","both_traits"
"pSymB","CDO30_30035","NP_437412.1","ABC transporter ATP-binding protein","leaf, leaf.plast","DZA, A17","both_traits"
"pSymB","CDO30_30040","NP_437413.1","transporter","leaf","DZA","trait_only"
"pSymB","CDO30_30050","NP_437415.1","sensor histidine kinase","leaf, leaf.plast","A17, DZA","both_traits"
"pSymB","CDO30_30060","NP_437417.1","phosphoethanolamine transferase","leaf, leaf.plast","DZA","both_traits"
"pSymB","CDO30_30065","NP_437418.1","hypothetical protein","leaf, leaf.plast","DZA","both_traits"
"pSymB","CDO30_30080","YP_001313433.1","glycerol-3-phosphatase","leaf, leaf.plast","DZA","both_traits"
"pSymB","CDO30_30085","NP_437422.1","peptide ABC transporter substrate-binding protein","leaf, leaf.plast","DZA","both_traits"
"pSymB","CDO30_30090","NP_437423.1","hypothetical protein","leaf","DZA","trait_only"
"pSymB","CDO30_30100","NP_437425.1","hypothetical protein","leaf.plast","A17","plast_only"
"pSymB","CDO30_30115","NP_437428.1","class I SAM-dependent methyltransferase","leaf","A17","trait_only"
"pSymB","CDO30_30120","NP_437429.1","glycosyl transferase family 2","leaf","DZA","trait_only"
"pSymB","CDO30_30130","NP_437431.1","HlyD family type I secretion periplasmic adaptor subunit","leaf, leaf.plast","DZA, A17","both_traits"
"pSymB","CDO30_30135","NP_437432.1","type I secretion system permease/ATPase","leaf, leaf.plast","DZA, A17","both_traits"
"pSymB","CDO30_30140","NP_437433.1","exopolysaccharide II synthesis transcriptional activator ExpG","leaf, leaf.plast","A17","both_traits"
"pSymB","CDO30_30145","NP_437434.1","glycosyl transferase","leaf","DZA","trait_only"
"pSymB","CDO30_30160","NP_437437.1","polysaccharide pyruvyl transferase family protein","leaf, leaf.plast","DZA","both_traits"
"pSymB","CDO30_30165","NP_437438.1","polysaccharide pyruvyl transferase family protein","leaf, leaf.plast","A17","both_traits"
"pSymB","CDO30_30225","NP_437450.1","DUF1236 domain-containing protein","leaf","DZA, A17","trait_only"
"pSymB","CDO30_30230","NP_437451.1","AI-2E family transporter","leaf","DZA, A17","trait_only"
"pSymB","CDO30_30250","WP_017263951.1","hypothetical protein","leaf, leaf.plast","A17","both_traits"
"pSymB","CDO30_30255","NP_437457.1","phytanoyl-CoA dioxygenase","leaf.plast","A17","plast_only"
"pSymB","CDO30_30265","NP_437459.1","ABC transporter permease","leaf, leaf.plast","DZA","both_traits"
"pSymB","CDO30_30270","NP_437460.1","sugar ABC transporter ATP-binding protein","leaf, leaf.plast","DZA, A17","both_traits"
"pSymB","CDO30_30280","NP_437462.1","LacI family transcriptional regulator","leaf, leaf.plast","DZA, A17","both_traits"
"pSymB","CDO30_30290","NP_437464.1","2-deoxy-D-gluconate 3-dehydrogenase","leaf, leaf.plast","DZA, A17","both_traits"
"pSymB","CDO30_30325","NP_437471.1","gfo/Idh/MocA family oxidoreductase","leaf, leaf.plast","A17, DZA","both_traits"
"pSymB","CDO30_30330","NP_437472.1","YihY/virulence factor BrkB family protein","leaf.plast","A17","plast_only"
"pSymB","CDO30_30370","NP_437480.1","YihY/virulence factor BrkB family protein","leaf.plast","DZA","plast_only"
"pSymB","CDO30_30380","NP_437482.1","DUF2231 domain-containing protein","leaf, leaf.plast","DZA","both_traits"
"pSymB","CDO30_30395","NP_437485.1","cytochrome C","leaf, leaf.plast","DZA, A17","both_traits"
"pSymB","CDO30_30405","NP_437487.1","sodium:calcium exchanger","leaf","DZA","trait_only"
"pSymB","CDO30_30410","NP_437488.1","cytochrome c oxidase subunit I","leaf, leaf.plast","DZA","both_traits"
"pSymB","CDO30_30415","NP_437489.1","hypothetical protein","leaf.plast","DZA","plast_only"
"pSymB","CDO30_30420","NP_437490.1","LacI family transcriptional regulator","leaf, leaf.plast","DZA","both_traits"
"pSymB","CDO30_30425","NP_437491.1","D-tagatose-bisphosphate aldolase%2C class II%2C non-catalytic subunit","leaf","DZA","trait_only"
"pSymB","CDO30_30430","NP_437492.1","sugar kinase","leaf, leaf.plast","DZA","both_traits"
"pSymB","CDO30_30440","NP_437494.1","sugar ABC transporter ATP-binding protein","leaf, leaf.plast","DZA, A17","both_traits"
"pSymB","CDO30_30445","NP_437495.1","sugar ABC transporter substrate-binding protein","leaf.plast","DZA","plast_only"
"pSymB","CDO30_30475","NP_437501.1","3-oxoacyl-ACP reductase","leaf","DZA","trait_only"
"pSymB","CDO30_30495","NP_437505.1","taurine ABC transporter substrate-binding protein","leaf, leaf.plast","DZA, A17","both_traits"
"pSymB","CDO30_30500","NP_437506.1","taurine import ATP-binding protein TauB","leaf, leaf.plast","DZA, A17","both_traits"
"pSymB","CDO30_30505","NP_437507.1","taurine ABC transporter permease","leaf, leaf.plast","DZA, A17","both_traits"
"pSymB","CDO30_30510","NP_437508.2","nuclear transport factor 2 family protein","leaf.plast","A17","plast_only"
"pSymB","CDO30_30515","NP_437509.1","FAD-binding oxidoreductase","leaf","DZA","trait_only"
"pSymB","CDO30_30520","NP_437510.1","sulfoacetaldehyde acetyltransferase","leaf, leaf.plast","DZA, A17","both_traits"
"pSymB","CDO30_30575","NP_437521.1","putative 2-aminoethylphosphonate ABC transporter substrate-binding protein","leaf.plast","A17","plast_only"
"pSymB","CDO30_30590","NP_437524.1","hemolysin","leaf","DZA","trait_only"
"pSymB","CDO30_30600","NP_437526.1","DNA-binding response regulator","leaf, leaf.plast","DZA","both_traits"
"pSymB","CDO30_30615","NP_437529.1","autotransporter","leaf, leaf.plast","DZA, A17","both_traits"
"pSymB","CDO30_30630","NP_437532.1","hypothetical protein","leaf, leaf.plast","DZA, A17","both_traits"
"pSymB","CDO30_30640","NP_437534.1","hypothetical protein","leaf, leaf.plast","DZA","both_traits"
"pSymB","CDO30_30650","NP_437535.1","potassium transporter","leaf","DZA","trait_only"
"pSymB","CDO30_30655","NP_437536.1","acylaldehyde oxidase","leaf.plast","A17","plast_only"
"pSymB","CDO30_30675","NP_437540.1","sensor histidine kinase","leaf","DZA","trait_only"
"pSymB","CDO30_30680","NP_437541.1","DNA-binding response regulator","leaf","DZA","trait_only"
"pSymB","CDO30_30730","NP_437551.1","TetR/AcrR family transcriptional regulator","leaf.plast","A17","plast_only"
"pSymB","CDO30_30740","NP_437553.1","murein L%2CD-transpeptidase","leaf, leaf.plast","A17","both_traits"
"pSymB","CDO30_30815","NP_437567.1","sugar ABC transporter substrate-binding protein","leaf, leaf.plast","A17","both_traits"
"pSymB","CDO30_30820","NP_437568.1","sugar ABC transporter ATP-binding protein","leaf","A17","trait_only"
"pSymB","CDO30_30840","NP_437572.1","ABC transporter ATP-binding protein","leaf.plast","A17","plast_only"
"pSymB","CDO30_30870","NP_437578.1","transcriptional regulator","leaf, leaf.plast","DZA, A17","both_traits"
"pSymB","CDO30_30885","NP_437581.1","transcriptional regulator","leaf.plast","A17","plast_only"
"pSymB","CDO30_30900","NP_437584.1","ABC transporter substrate-binding protein","leaf, leaf.plast","A17","both_traits"
"pSymB","CDO30_30960","NP_437596.1","histidine kinase","leaf","DZA","trait_only"
"pSymB","CDO30_30965","NP_437597.1","response regulator","leaf","DZA","trait_only"
"pSymB","CDO30_30985","NP_437600.1","glycosyl transferase family 1","leaf","DZA","trait_only"
"pSymB","CDO30_30990","NP_437601.1","7-carboxy-7-deazaguanine synthase QueE","leaf","DZA","trait_only"
"pSymB","CDO30_31010","NP_437605.1","UDP-glucose 4-epimerase","leaf","A17","trait_only"
"pSymB","CDO30_31020","NP_437607.1","exopolysaccharide production protein ExoQ","leaf","A17","trait_only"
"pSymB","CDO30_31025","NP_437608.1","exopolysaccharide production protein ExoF","leaf","A17","trait_only"
"pSymB","CDO30_31030","NP_437609.1","exopolysaccharide production protein ExoY","leaf","A17","trait_only"
"pSymB","CDO30_31040","NP_437611.1","succinoglycan biosynthesis protein ExoU","leaf","A17","trait_only"
"pSymB","CDO30_31050","NP_437613.1","succinoglycan biosynthesis protein exow","leaf","A17","trait_only"
"pSymB","CDO30_31065","NP_437616.1","succinoglycan biosynthesis protein exoi","leaf","A17","trait_only"
"pSymB","CDO30_31090","NP_437621.1","succinoglycan biosynthesis protein ExoL","leaf, leaf.plast","DZA","both_traits"
"pSymB","CDO30_31105","NP_437624.1","succinoglycan biosynthesis protein ExoO","leaf.plast","A17","plast_only"
"pSymB","CDO30_31115","NP_437626.1","succinoglycan biosynthesis transporter ExoP","leaf, leaf.plast","DZA","both_traits"
"pSymB","CDO30_31125","NP_437627.1","bifunctional hydroxymethylpyrimidine kinase/phosphomethylpyrimidine kinase","leaf, leaf.plast","DZA","both_traits"
"pSymB","CDO30_31140","NP_437631.1","beta-galactosidase","leaf, leaf.plast","DZA, A17","both_traits"
"pSymB","CDO30_31145","NP_437632.1","LacI family transcriptional regulator","leaf, leaf.plast","DZA, A17","both_traits"
"pSymB","CDO30_31150","NP_437633.1","glycoside hydrolase family 37","leaf, leaf.plast","A17","both_traits"
"pSymB","CDO30_31155","NP_437634.1","carbohydrate ABC transporter permease","leaf, leaf.plast","DZA","both_traits"
"pSymB","CDO30_31165","NP_437636.1","sugar ABC transporter substrate-binding protein","leaf, leaf.plast","DZA, A17","both_traits"
"pSymB","CDO30_31170","NP_437637.1","ABC transporter ATP-binding protein","leaf, leaf.plast","A17, DZA","both_traits"
"pSymB","CDO30_31175","NP_437638.1","4-aminobutyrate aminotransferase","leaf, leaf.plast","DZA, A17","both_traits"
"pSymB","CDO30_31185","NP_437640.1","amino acid ABC transporter permease","leaf, leaf.plast","A17, DZA","both_traits"
"pSymB","CDO30_31195","NP_437642.1","LacI family transcriptional regulator","leaf, leaf.plast","DZA, A17","both_traits"
"pSymB","CDO30_31200","NP_437643.1","amine oxidase","leaf, leaf.plast","DZA, A17","both_traits"
"pSymB","CDO30_31205","NP_437644.1","TRAP transporter large permease","leaf","A17","trait_only"
"pSymB","CDO30_31210","NP_437645.1","TRAP transporter small permease","leaf, leaf.plast","DZA, A17","both_traits"
"pSymB","CDO30_31215","NP_437646.1","C4-dicarboxylate ABC transporter","leaf","A17","trait_only"
"pSymB","CDO30_31220","NP_437647.1","hypothetical protein","leaf","DZA","trait_only"
"pSymB","CDO30_31230","NP_437649.1","nitrite reductase large subunit","leaf, leaf.plast","DZA, A17","both_traits"
"pSymB","CDO30_31240","WP_011425074.1","nitrite reductase large subunit","leaf, leaf.plast","DZA, A17","both_traits"
"pSymB","CDO30_31250","NP_437651.1","nitrate reductase","leaf, leaf.plast","DZA, A17","both_traits"
"pSymB","CDO30_31285","NP_437656.1","hydroxyacylglutathione hydrolase","leaf","A17","trait_only"
"pSymB","CDO30_31315","NP_437662.1","hypothetical protein","leaf, leaf.plast","DZA, A17","both_traits"
"pSymB","CDO30_31325","NP_437664.1","polysaccharide deacetylase","leaf, leaf.plast","DZA, A17","both_traits"
"pSymB","CDO30_31335","NP_437666.1","MFS transporter","leaf, leaf.plast","DZA","both_traits"
"pSymB","CDO30_31340","NP_437667.1","hypothetical protein","leaf, leaf.plast","DZA","both_traits"
"pSymB","CDO30_31370","NP_437673.1","polyketide cyclase","leaf.plast","A17","plast_only"
"pSymB","CDO30_31380","NP_437675.1","glycerol kinase","leaf, leaf.plast","DZA, A17","both_traits"
"pSymB","CDO30_31390","NP_437677.1","xanthine dehydrogenase small subunit","leaf, leaf.plast","DZA, A17","both_traits"
"pSymB","CDO30_31400","NP_437678.1","xanthine dehydrogenase molybdopterin binding subunit","leaf, leaf.plast","A17, DZA","both_traits"
"pSymB","CDO30_31415","NP_437681.1","cysteine desulfurase","leaf","A17","trait_only"
"pSymB","CDO30_31445","NP_437687.1","ABC transporter permease","leaf.plast","DZA","plast_only"
"pSymB","CDO30_31450","NP_437688.1","ribose import ATP-binding protein RbsA 3","leaf, leaf.plast","DZA","both_traits"
"pSymB","CDO30_31455","NP_437689.1","ABC transporter substrate-binding protein","leaf","A17","trait_only"
"pSymB","CDO30_31485","NP_437695.1","NAD(P)/FAD-dependent oxidoreductase","leaf, leaf.plast","DZA","both_traits"
"pSymB","CDO30_31495","NP_437697.1","mechanosensitive ion channel family protein","leaf.plast","A17","plast_only"
"pSymB","CDO30_31520","NP_437702.1","ATPase","leaf, leaf.plast","DZA, A17","both_traits"
"pSymB","CDO30_31545","NP_437706.1","5-hydroxyisourate hydrolase","leaf, leaf.plast","DZA, A17","both_traits"
"pSymB","CDO30_31550","NP_437707.1","ureidoglycolate lyase","leaf, leaf.plast","DZA","both_traits"
"pSymB","CDO30_31560","NP_437709.1","allantoinase PuuE","leaf, leaf.plast","DZA","both_traits"
"pSymB","CDO30_31570","NP_437711.1","FAD-binding oxidoreductase","leaf","DZA","trait_only"
"pSymB","CDO30_31580","NP_437713.1","host attachment protein","leaf.plast","A17","plast_only"
"pSymB","CDO30_31585","NP_437714.1","ATP-dependent helicase","leaf, leaf.plast","DZA","both_traits"
"pSymB","CDO30_31590","NP_437715.1","metal-binding protein","leaf, leaf.plast","DZA, A17","both_traits"
"pSymB","CDO30_31595","NP_437716.1","AcrB/AcrD/AcrF family protein","leaf, leaf.plast","DZA, A17","both_traits"
"pSymB","CDO30_31615","NP_437720.1","circularly permuted type 2 ATP-grasp protein","leaf, leaf.plast","DZA","both_traits"
"pSymB","CDO30_31635","NP_437724.1","dihydroxy-acid dehydratase","leaf","DZA","trait_only"
"pSymB","CDO30_31640","NP_437725.1","aldehyde dehydrogenase family protein","leaf, leaf.plast","DZA","both_traits"
"pSymB","CDO30_31660","NP_437729.1","sugar ABC transporter substrate-binding protein","leaf","DZA","trait_only"
"pSymB","CDO30_31665","YP_001313205.1","LysR family transcriptional regulator","leaf, leaf.plast","DZA","both_traits"
"pSymB","CDO30_31675","YP_001313203.1","hypothetical protein","leaf, leaf.plast","DZA","both_traits"
"pSymB","CDO30_31685","NP_437734.1","inositol 2-dehydrogenase","leaf.plast","DZA","plast_only"
"pSymB","CDO30_31690","NP_437735.1","bifunctional diguanylate cyclase/phosphodiesterase","leaf.plast","DZA, A17","plast_only"
"pSymB","CDO30_31700","NP_437737.1","ROK family transcriptional regulator","leaf, leaf.plast","DZA","both_traits"
"pSymB","CDO30_31725","NP_437741.1","integrase","leaf","DZA","trait_only"
"pSymB","CDO30_31845","NP_437765.1","hypothetical protein","leaf, leaf.plast","DZA","both_traits"
"pSymB","CDO30_31860","NP_437768.1","hypothetical protein","leaf, leaf.plast","DZA","both_traits"
"pSymB","CDO30_31890","NP_437771.1","hypothetical protein","leaf, leaf.plast","DZA","both_traits"
"pSymB","CDO30_31920","NP_437777.1","class I SAM-dependent methyltransferase","leaf.plast","DZA","plast_only"
"pSymB","CDO30_31940","NP_437781.1","aspartate aminotransferase family protein","leaf","DZA, A17","trait_only"
"pSymB","CDO30_31955","NP_437784.1","CDP-glucose 4%2C6-dehydratase","leaf","DZA","trait_only"
"pSymB","CDO30_31960","NP_437785.1","SAM-dependent methyltransferase","leaf, leaf.plast","DZA","both_traits"
"pSymB","CDO30_31975","NP_437788.1","L-arabinose isomerase","leaf","DZA","trait_only"
"pSymB","CDO30_31980","NP_437789.1","sugar ABC transporter substrate-binding protein","leaf, leaf.plast","DZA","both_traits"
"pSymB","CDO30_31985","NP_437790.1","sugar ABC transporter ATP-binding protein","leaf, leaf.plast","DZA","both_traits"
