"region","gene_ID","RefSeq_ID","ncbi_func","traits","lines","overlap"
"pSymB","gene-CDO30_29230","YP_001313273.1","FAD-binding oxidoreductase","shoot.plast","DZA","plast_only"
"pSymB","gene-CDO30_29235","NP_437249.1","Sulfate/thiosulfate import ATP-binding protein CysA 2","shoot.plast","A17","plast_only"
"pSymB","gene-CDO30_29240","YP_001313275.1","sulfate ABC transporter permease subunit CysW","shoot, shoot.plast","A17, DZA","both_traits"
"pSymB","gene-CDO30_29245","YP_001313276.1","sulfate ABC transporter permease subunit CysT","shoot.plast","DZA, A17","plast_only"
"pSymB","gene-CDO30_29275","NP_437257.1","amino acid ABC transporter ATP-binding protein","shoot","DZA","trait_only"
"pSymB","gene-CDO30_29280","NP_437258.1","RidA family protein","shoot.plast","A17","plast_only"
"pSymB","gene-CDO30_29295","NP_437261.1","carbohydrate kinase","shoot","A17","trait_only"
"pSymB","gene-CDO30_29305","NP_437263.1","carbohydrate ABC transporter permease","shoot, shoot.plast","A17","both_traits"
"pSymB","gene-CDO30_29320","NP_437265.1","ABC transporter substrate-binding protein","shoot","DZA","trait_only"
"pSymB","gene-CDO30_29325","NP_437266.1","sugar kinase","shoot","DZA","trait_only"
"pSymB","gene-CDO30_29330","NP_437267.1","sulfate adenylyltransferase small subunit","shoot","DZA","trait_only"
"pSymB","gene-CDO30_29340","NP_437269.1","3'(2')%2C5'-bisphosphate nucleotidase CysQ","shoot","DZA, A17","trait_only"
"pSymB","gene-CDO30_29350","NP_437271.1","carbamoyl phosphate synthase","shoot","DZA","trait_only"
"pSymB","gene-CDO30_29365","NP_437273.1","calcium-binding protein","shoot, shoot.plast","DZA","both_traits"
"pSymB","gene-CDO30_29370","NP_437274.1","glycosyl transferase","shoot, shoot.plast","DZA, A17","both_traits"
"pSymB","gene-CDO30_29375","NP_437275.1","glycosyltransferase family 1 protein","shoot, shoot.plast","DZA, A17","both_traits"
"pSymB","gene-CDO30_29380","WP_015243130.1","polysaccharide biosynthesis protein","shoot, shoot.plast","DZA","both_traits"
"pSymB","gene-CDO30_29385","NP_437279.1","methionyl-tRNA formyltransferase","shoot, shoot.plast","DZA","both_traits"
"pSymB","gene-CDO30_29400","WP_003531367.1","pectate lyase","shoot, shoot.plast","DZA","both_traits"
"pSymB","gene-CDO30_29405","NP_437284.1","chain-length determining protein","shoot","DZA","trait_only"
"pSymB","gene-CDO30_29410","NP_437285.1","lipid A core--O-antigen ligase","shoot","DZA","trait_only"
"pSymB","gene-CDO30_29420","NP_437287.1","heparan sulfate glucosamine 3-O-sulfotransferase","shoot, shoot.plast","DZA","both_traits"
"pSymB","gene-CDO30_29425","NP_437288.1","hypothetical protein","shoot, shoot.plast","DZA","both_traits"
"pSymB","gene-CDO30_29435","NP_437290.2","sugar transferase","shoot, shoot.plast","DZA","both_traits"
"pSymB","gene-CDO30_29440","NP_437291.1","PIG-L family deacetylase","shoot","DZA","trait_only"
"pSymB","gene-CDO30_29455","NP_437294.1","glycosyltransferase family 4 protein","shoot.plast","DZA","plast_only"
"pSymB","gene-CDO30_29460","NP_437295.1","mechanosensitive ion channel family protein","shoot, shoot.plast","DZA","both_traits"
"pSymB","gene-CDO30_29465","NP_437296.1","glycosyl transferase","shoot, shoot.plast","DZA","both_traits"
"pSymB","gene-CDO30_29475","NP_437298.1","MBL fold metallo-hydrolase","shoot, shoot.plast","DZA","both_traits"
"pSymB","gene-CDO30_29485","YP_001313322.1","UDP-N-acetyl-D-glucosamine dehydrogenase","shoot, shoot.plast","DZA, A17","both_traits"
"pSymB","gene-CDO30_29520","NP_437308.1","hypothetical protein","shoot.plast","A17","plast_only"
"pSymB","gene-CDO30_29555","NP_437316.1","LacI family transcriptional regulator","shoot","DZA","trait_only"
"pSymB","gene-CDO30_29560","NP_437317.1","ABC transporter substrate-binding protein","shoot","DZA","trait_only"
"pSymB","gene-CDO30_29565","NP_437318.1","spermidine/putrescine ABC transporter permease","shoot, shoot.plast","DZA","both_traits"
"pSymB","gene-CDO30_29570","NP_437319.1","spermidine/putrescine ABC transporter ATP-binding protein","shoot.plast","A17","plast_only"
"pSymB","gene-CDO30_29685","NP_437342.1","hypothetical protein","shoot","DZA","trait_only"
"pSymB","gene-CDO30_29700","NP_437345.1","aldehyde dehydrogenase","shoot.plast","A17","plast_only"
"pSymB","gene-CDO30_29705","NP_437346.1","fucose-binding protein","shoot.plast","A17","plast_only"
"pSymB","gene-CDO30_29715","NP_437348.1","dimethylarginine dimethylaminohydrolase","shoot.plast","A17","plast_only"
"pSymB","gene-CDO30_29720","NP_437349.3","mercuric reductase","shoot","DZA","trait_only"
"pSymB","gene-CDO30_29730","NP_437351.1","ABC transporter permease","shoot","DZA","trait_only"
"pSymB","gene-CDO30_29840","NP_437373.1","group II intron reverse transcriptase/maturase","shoot, shoot.plast","DZA","both_traits"
"pSymB","gene-CDO30_29920","NP_437389.1","molecular chaperone HtpG","shoot","DZA","trait_only"
"pSymB","gene-CDO30_30015","NP_437408.1","esterase","shoot.plast","DZA, A17","plast_only"
"pSymB","gene-CDO30_30035","NP_437412.1","ABC transporter ATP-binding protein","shoot","DZA","trait_only"
"pSymB","gene-CDO30_30040","NP_437413.1","transporter","shoot","DZA","trait_only"
"pSymB","gene-CDO30_30100","NP_437425.1","hypothetical protein","shoot.plast","DZA","plast_only"
"pSymB","gene-CDO30_30140","NP_437433.1","exopolysaccharide II synthesis transcriptional activator ExpG","shoot.plast","A17","plast_only"
"pSymB","gene-CDO30_30145","NP_437434.1","glycosyl transferase","shoot.plast","A17","plast_only"
"pSymB","gene-CDO30_30225","NP_437450.1","DUF1236 domain-containing protein","shoot, shoot.plast","DZA","both_traits"
"pSymB","gene-CDO30_30255","NP_437457.1","phytanoyl-CoA dioxygenase","shoot, shoot.plast","DZA, A17","both_traits"
"pSymB","gene-CDO30_30260","NP_437458.1","ABC transporter permease","shoot.plast","A17","plast_only"
"pSymB","gene-CDO30_30290","NP_437464.1","2-deoxy-D-gluconate 3-dehydrogenase","shoot.plast","DZA","plast_only"
"pSymB","gene-CDO30_30305","NP_437467.1","TRAP transporter large permease","shoot","DZA","trait_only"
"pSymB","gene-CDO30_30330","NP_437472.1","YihY/virulence factor BrkB family protein","shoot, shoot.plast","DZA, A17","both_traits"
"pSymB","gene-CDO30_30420","NP_437490.1","LacI family transcriptional regulator","shoot.plast","DZA","plast_only"
"pSymB","gene-CDO30_30440","NP_437494.1","sugar ABC transporter ATP-binding protein","shoot, shoot.plast","DZA, A17","both_traits"
"pSymB","gene-CDO30_30445","NP_437495.1","sugar ABC transporter substrate-binding protein","shoot.plast","DZA","plast_only"
"pSymB","gene-CDO30_30495","NP_437505.1","taurine ABC transporter substrate-binding protein","shoot.plast","A17","plast_only"
"pSymB","gene-CDO30_30500","NP_437506.1","taurine import ATP-binding protein TauB","shoot, shoot.plast","DZA, A17","both_traits"
"pSymB","gene-CDO30_30505","NP_437507.1","taurine ABC transporter permease","shoot.plast","A17","plast_only"
"pSymB","gene-CDO30_30515","NP_437509.1","FAD-binding oxidoreductase","shoot","DZA","trait_only"
"pSymB","gene-CDO30_30525","NP_437511.1","hypothetical protein","shoot","A17","trait_only"
"pSymB","gene-CDO30_30600","NP_437526.1","DNA-binding response regulator","shoot.plast","DZA","plast_only"
"pSymB","gene-CDO30_30615","NP_437529.1","autotransporter","shoot","DZA","trait_only"
"pSymB","gene-CDO30_30630","NP_437532.1","hypothetical protein","shoot","DZA, A17","trait_only"
"pSymB","gene-CDO30_30640","NP_437534.1","hypothetical protein","shoot","DZA","trait_only"
"pSymB","gene-CDO30_30655","NP_437536.1","acylaldehyde oxidase","shoot.plast","DZA, A17","plast_only"
"pSymB","gene-CDO30_30670","NP_437539.1","AraC family transcriptional regulator","shoot","DZA","trait_only"
"pSymB","gene-CDO30_30675","NP_437540.1","sensor histidine kinase","shoot","DZA","trait_only"
"pSymB","gene-CDO30_30680","NP_437541.1","DNA-binding response regulator","shoot","DZA","trait_only"
"pSymB","gene-CDO30_30740","NP_437553.1","murein L%2CD-transpeptidase","shoot","DZA","trait_only"
"pSymB","gene-CDO30_30750","NP_437555.1","MFS transporter","shoot.plast","DZA","plast_only"
"pSymB","gene-CDO30_30815","NP_437567.1","sugar ABC transporter substrate-binding protein","shoot","A17","trait_only"
"pSymB","gene-CDO30_30865","NP_437577.1","gfo/Idh/MocA family oxidoreductase","shoot","DZA","trait_only"
"pSymB","gene-CDO30_30870","NP_437578.1","transcriptional regulator","shoot, shoot.plast","A17","both_traits"
"pSymB","gene-CDO30_30885","NP_437581.1","transcriptional regulator","shoot.plast","A17","plast_only"
"pSymB","gene-CDO30_30900","NP_437584.1","ABC transporter substrate-binding protein","shoot, shoot.plast","DZA, A17","both_traits"
"pSymB","gene-CDO30_30935","NP_437591.1","carboxyl-terminal protease","shoot","A17","trait_only"
"pSymB","gene-CDO30_30965","NP_437597.1","response regulator","shoot","A17","trait_only"
"pSymB","gene-CDO30_30990","NP_437601.1","7-carboxy-7-deazaguanine synthase QueE","shoot","DZA","trait_only"
"pSymB","gene-CDO30_31010","NP_437605.1","UDP-glucose 4-epimerase","shoot, shoot.plast","DZA, A17","both_traits"
"pSymB","gene-CDO30_31020","NP_437607.1","exopolysaccharide production protein ExoQ","shoot","DZA, A17","trait_only"
"pSymB","gene-CDO30_31030","NP_437609.1","exopolysaccharide production protein ExoY","shoot","A17","trait_only"
"pSymB","gene-CDO30_31040","NP_437611.1","succinoglycan biosynthesis protein ExoU","shoot","A17","trait_only"
"pSymB","gene-CDO30_31050","NP_437613.1","succinoglycan biosynthesis protein exow","shoot","A17","trait_only"
"pSymB","gene-CDO30_31065","NP_437616.1","succinoglycan biosynthesis protein exoi","shoot, shoot.plast","DZA, A17","both_traits"
"pSymB","gene-CDO30_31115","NP_437626.1","succinoglycan biosynthesis transporter ExoP","shoot","A17","trait_only"
"pSymB","gene-CDO30_31125","NP_437627.1","bifunctional hydroxymethylpyrimidine kinase/phosphomethylpyrimidine kinase","shoot, shoot.plast","DZA","both_traits"
"pSymB","gene-CDO30_31145","NP_437632.1","LacI family transcriptional regulator","shoot, shoot.plast","DZA","both_traits"
"pSymB","gene-CDO30_31150","NP_437633.1","glycoside hydrolase family 37","shoot","A17","trait_only"
"pSymB","gene-CDO30_31175","NP_437638.1","4-aminobutyrate aminotransferase","shoot","A17","trait_only"
"pSymB","gene-CDO30_31185","NP_437640.1","amino acid ABC transporter permease","shoot","A17","trait_only"
"pSymB","gene-CDO30_31195","NP_437642.1","LacI family transcriptional regulator","shoot","A17","trait_only"
"pSymB","gene-CDO30_31200","NP_437643.1","amine oxidase","shoot","A17","trait_only"
"pSymB","gene-CDO30_31215","NP_437646.1","C4-dicarboxylate ABC transporter","shoot","A17","trait_only"
"pSymB","gene-CDO30_31290","NP_437657.1","hypothetical protein","shoot","DZA","trait_only"
"pSymB","gene-CDO30_31315","NP_437662.1","hypothetical protein","shoot","DZA","trait_only"
"pSymB","gene-CDO30_31390","NP_437677.1","xanthine dehydrogenase small subunit","shoot, shoot.plast","DZA, A17","both_traits"
"pSymB","gene-CDO30_31395","WP_014527075.1","hypothetical protein","shoot","DZA","trait_only"
"pSymB","gene-CDO30_31410","WP_018098328.1","LysR family transcriptional regulator","shoot","A17","trait_only"
"pSymB","gene-CDO30_31415","NP_437681.1","cysteine desulfurase","shoot, shoot.plast","A17","both_traits"
"pSymB","gene-CDO30_31455","NP_437689.1","ABC transporter substrate-binding protein","shoot, shoot.plast","DZA, A17","both_traits"
"pSymB","gene-CDO30_31495","NP_437697.1","mechanosensitive ion channel family protein","shoot, shoot.plast","DZA","both_traits"
"pSymB","gene-CDO30_31520","NP_437702.1","ATPase","shoot, shoot.plast","DZA","both_traits"
"pSymB","gene-CDO30_31535","NP_437704.1","LysR family transcriptional regulator","shoot","DZA","trait_only"
"pSymB","gene-CDO30_31580","NP_437713.1","host attachment protein","shoot.plast","A17","plast_only"
"pSymB","gene-CDO30_31585","NP_437714.1","ATP-dependent helicase","shoot, shoot.plast","DZA","both_traits"
"pSymB","gene-CDO30_31625","NP_437722.1","transglutaminase family protein","shoot","DZA, A17","trait_only"
"pSymB","gene-CDO30_31635","NP_437724.1","dihydroxy-acid dehydratase","shoot","DZA","trait_only"
"pSymB","gene-CDO30_31640","NP_437725.1","aldehyde dehydrogenase family protein","shoot, shoot.plast","DZA","both_traits"
"pSymB","gene-CDO30_31645","NP_437726.1","GguC protein","shoot, shoot.plast","DZA","both_traits"
"pSymB","gene-CDO30_31690","NP_437735.1","bifunctional diguanylate cyclase/phosphodiesterase","shoot, shoot.plast","DZA, A17","both_traits"
"pSymB","gene-CDO30_31725","NP_437741.1","integrase","shoot","DZA","trait_only"
"pSymB","gene-CDO30_31860","NP_437768.1","hypothetical protein","shoot.plast","DZA","plast_only"
"pSymB","gene-CDO30_31885","NP_437770.1","hypothetical protein","shoot","DZA","trait_only"
"pSymB","gene-CDO30_31905","NP_437774.1","Ku protein","shoot","DZA","trait_only"
"pSymB","gene-CDO30_31920","NP_437777.1","class I SAM-dependent methyltransferase","shoot","DZA","trait_only"
"pSymB","gene-CDO30_31930","NP_437779.1","DUF488 domain-containing protein","shoot","DZA","trait_only"
"pSymB","gene-CDO30_31940","NP_437781.1","aspartate aminotransferase family protein","shoot","DZA, A17","trait_only"
"pSymB","gene-CDO30_31945","NP_437782.1","FAD-binding oxidoreductase","shoot.plast","A17","plast_only"
"pSymB","gene-CDO30_31950","NP_437783.1","glucose-1-phosphate cytidylyltransferase","shoot","DZA","trait_only"
"pSymB","gene-CDO30_31955","NP_437784.1","CDP-glucose 4%2C6-dehydratase","shoot","DZA","trait_only"
"pSymB","gene-CDO30_31980","NP_437789.1","sugar ABC transporter substrate-binding protein","shoot","DZA","trait_only"
"pSymB","gene-CDO30_31995","NP_437792.1","esterase","shoot, shoot.plast","DZA","both_traits"
"pSymB","gene-CDO30_32045","NP_437803.1","LysR family transcriptional regulator","shoot","DZA","trait_only"
"pSymB","gene-CDO30_32050","NP_437804.1","Zn-dependent hydrolase","shoot","DZA","trait_only"
"pSymB","gene-CDO30_32085","NP_437810.2","CBS domain-containing protein","shoot","DZA","trait_only"
"pSymB","gene-CDO30_32190","NP_437829.1","6-phospho-beta-glucosidase","shoot","DZA, A17","trait_only"
"pSymB","gene-CDO30_32205","YP_001313127.1","type I secretion system permease/ATPase","shoot","DZA","trait_only"
"pSymB","gene-CDO30_32215","NP_437834.1","hypothetical protein","shoot","DZA","trait_only"
"pSymB","gene-CDO30_32325","NP_437854.2","MFS transporter","shoot.plast","A17","plast_only"
"pSymB","gene-CDO30_32330","NP_437855.1","cytochrome ubiquinol oxidase subunit II","shoot","DZA","trait_only"
"pSymB","gene-CDO30_32335","NP_437856.1","cytochrome ubiquinol oxidase subunit I","shoot","DZA","trait_only"
"pSymB","gene-CDO30_32365","NP_437862.1","Lrp/AsnC family transcriptional regulator","shoot","DZA","trait_only"
"pSymB","gene-CDO30_32420","YP_001313094.1","glycosyltransferase family 1 protein","shoot","A17","trait_only"
"pSymB","gene-CDO30_32425","NP_437874.1","polysaccharide deacetylase","shoot, shoot.plast","DZA, A17","both_traits"
"pSymB","gene-CDO30_32430","NP_437875.1","exopolysaccharide biosynthesis protein","shoot.plast","A17","plast_only"
"pSymB","gene-CDO30_32445","NP_437878.1","dihydrodipicolinate synthase family protein","shoot.plast","DZA","plast_only"
"pSymB","gene-CDO30_32460","NP_437882.1","GNAT family N-acetyltransferase","shoot, shoot.plast","DZA, A17","both_traits"
"pSymB","gene-CDO30_32465","NP_437883.1","sugar transporter","shoot.plast","A17","plast_only"
"pSymB","gene-CDO30_32470","NP_437884.1","methyltransferase","shoot","DZA","trait_only"
"pSymB","gene-CDO30_32475","NP_437885.1","hypothetical protein","shoot","DZA","trait_only"
"pSymB","gene-CDO30_32480","NP_437886.1","L%2CD-transpeptidase","shoot.plast","A17","plast_only"
"pSymB","gene-CDO30_32540","NP_437897.1","NAD(+) synthetase","shoot","DZA","trait_only"
"pSymB","gene-CDO30_32595","NP_437906.1","sugar ABC transporter permease","shoot, shoot.plast","A17","both_traits"
"pSymB","gene-CDO30_32600","NP_437907.1","carbohydrate ABC transporter substrate-binding protein","shoot, shoot.plast","DZA, A17","both_traits"
"pSymB","gene-CDO30_32620","WP_015008142.1","FadR family transcriptional regulator","shoot","DZA","trait_only"
"pSymB","gene-CDO30_32635","NP_437914.1","LacI family transcriptional regulator","shoot, shoot.plast","DZA","both_traits"
"pSymB","gene-CDO30_32650","NP_437917.1","serine kinase","shoot, shoot.plast","A17","both_traits"
"pSymB","gene-CDO30_32680","NP_437923.1","DUF930 domain-containing protein","shoot","DZA","trait_only"
"pSymB","gene-CDO30_32705","NP_437928.1","glyoxylate carboligase","shoot","DZA","trait_only"
"pSymB","gene-CDO30_32725","NP_437932.1","DNA ligase D","shoot","DZA","trait_only"
"pSymB","gene-CDO30_32765","WP_015008129.1","hypothetical protein","shoot","DZA","trait_only"
"pSymB","gene-CDO30_32825","NP_437952.1","EamA/RhaT family transporter","shoot.plast","A17","plast_only"
"pSymB","gene-CDO30_32885","NP_437964.1","LacI family transcriptional regulator","shoot","DZA","trait_only"
"pSymB","gene-CDO30_32945","NP_437976.1","hypothetical protein","shoot, shoot.plast","A17, DZA","both_traits"
"pSymB","gene-CDO30_32990","NP_437984.1","enoyl-CoA hydratase/isomerase family protein","shoot","DZA","trait_only"
"pSymB","gene-CDO30_33010","NP_437988.1","acetyl/propionyl-CoA carboxylase subunit alpha","shoot, shoot.plast","DZA, A17","both_traits"
"pSymB","gene-CDO30_33070","NP_438001.1","tripartite tricarboxylate transporter permease","shoot","A17","trait_only"
"pSymB","gene-CDO30_33080","NP_438003.1","tricarboxylate transporter","shoot","DZA","trait_only"
"pSymB","gene-CDO30_33085","NP_438004.1","4-hydroxythreonine-4-phosphate dehydrogenase 3","shoot, shoot.plast","A17, DZA","both_traits"
"pSymB","gene-CDO30_33090","NP_438005.1","GntR family transcriptional regulator","shoot","A17","trait_only"
"pSymB","gene-CDO30_33100","NP_438007.1","TonB-dependent receptor","shoot, shoot.plast","A17, DZA","both_traits"
"pSymB","gene-CDO30_33135","NP_438016.1","ABC transporter ATP-binding protein","shoot, shoot.plast","DZA, A17","both_traits"
"pSymB","gene-CDO30_33145","NP_438018.1","branched-chain amino acid ABC transporter permease","shoot","A17","trait_only"
"pSymB","gene-CDO30_33175","NP_438024.1","FMN-dependent monooxygenase","shoot","A17","trait_only"
"pSymB","gene-CDO30_33185","NP_438026.1","malto-oligosyltrehalose synthase","shoot, shoot.plast","A17, DZA","both_traits"
"pSymB","gene-CDO30_33190","NP_438027.1","3-carboxy-cis%2Ccis-muconate cycloisomerase","shoot, shoot.plast","DZA","both_traits"
"pSymB","gene-CDO30_33195","NP_438028.1","protocatechuate 3%2C4-dioxygenase subunit alpha","shoot","DZA","trait_only"
"pSymB","gene-CDO30_33200","NP_438029.1","protocatechuate 3%2C4-dioxygenase subunit beta","shoot, shoot.plast","DZA","both_traits"
"pSymB","gene-CDO30_33210","NP_438031.1","3-oxoadipate enol-lactonase","shoot, shoot.plast","DZA","both_traits"
"pSymB","gene-CDO30_33215","NP_438032.1","pca operon transcription factor PcaQ","shoot, shoot.plast","DZA","both_traits"
"pSymB","gene-CDO30_33220","NP_438033.1","4-hydroxyphenylpyruvate dioxygenase","shoot.plast","A17","plast_only"
"pSymB","gene-CDO30_33230","NP_438035.1","4-hydroxybenzoate 3-monooxygenase","shoot.plast","A17","plast_only"
"pSymB","gene-CDO30_33235","NP_438036.2","sulfite oxidase-like oxidoreductase","shoot","DZA","trait_only"
"pSymB","gene-CDO30_33240","NP_438037.1","gamma-glutamyltransferase","shoot, shoot.plast","DZA, A17","both_traits"
"pSymB","gene-CDO30_33250","NP_438039.1","3-oxoadipate--succinyl-CoA transferase subunit A","shoot","DZA","trait_only"
"pSymB","gene-CDO30_33255","NP_438040.1","3-oxoadipate--succinyl-CoA transferase subunit B","shoot, shoot.plast","A17, DZA","both_traits"
"pSymB","gene-CDO30_33260","NP_438041.1","3-oxoadipyl-CoA thiolase","shoot, shoot.plast","DZA, A17","both_traits"
"pSymB","gene-CDO30_33265","NP_438042.1","acylphosphatase","shoot, shoot.plast","DZA","both_traits"
"pSymB","gene-CDO30_33275","NP_438044.1","RNA polymerase subunit sigma","shoot","A17","trait_only"
"pSymB","gene-CDO30_33305","NP_438051.1","plasmid partitioning protein RepB","shoot, shoot.plast","A17","both_traits"
"pSymB","gene-CDO30_33310","WP_003529443.1","hypothetical protein","shoot","DZA","trait_only"
